3 (2),Apr 14,BOS,@,NYY,L,2-7,CG,0,8.0,2,1,0,3,0,
5 (1),Apr 17,BOS,@,PHA,W,3-1,CG,0,9.0,2,1,0,3,0,
9 (3),Apr 23,BOS,,NYY,L,6-9,CG,0,9.0,6,2,1,9,0,
10,Apr 24,BOS,,NYY,L,1-2,CG,0,9.0,9,0,1,10,0,
42 (31),Jun 5,BOS,,CLE,W,11-4,GF,0, ,1,0,0,1,0,
45 (2),Jun 9,BOS,,DET,L,0-1,CG,0,9.0,2,1,0,3,0,
47 (1),Jun 13 (2),BOS,,SLB,L,2-7,GF,0, ,2,0,0,2,0,
48,Jun 14,BOS,,SLB,L,0-3,CG,0,9.0,7,5,0,12,0,
99 (50),Aug 2,BOS,,CHW,L,1-7,GF,0,1.0,2,0,0,2,0,
138 (38),Sep 12,BOS,@,WSH,T,1-1,CG,0,16.0,4,3,0,7,0,
139,Sep 13,BOS,@,NYY,L,7-13,CG,0,8.0,0,1,0,1,0,
141 (1),Sep 15,BOS,@,NYY,W,8-3,CG,0,9.0,5,0,0,5,0,
142,Sep 17,BOS,@,NYY,W,6-1,CG,0,9.0,7,1,0,8,1,
143,Sep 19 (1),BOS,,DET,L,2-5,CG,0,9.0,5,2,1,8,1,
