17 (16),Apr 23,HOU,@,LAD,L,1-2,GF,18,5.0,2,1,0,3,0,SS
18,Apr 24,HOU,@,LAD,L,3-5,CG,40,8.0,5,2,1,8,1,SS
19,Apr 25,HOU,@,LAD,L,2-4,CG,31,8.0,1,2,0,3,0,SS
20,Apr 27,HOU,,ATL,L,0-6,CG,47,9.0,2,3,0,5,0,SS
36 (15),May 16,HOU,@,PIT,W,1-0,GS,27,8.0,1,0,0,1,0,LF
47,May 28,TEX,,KCR,L,1-6,GF,11,2.0,1,2,0,3,0,PH 2B
51 (3),Jun 2,TEX,,SEA,L,7-10,GS,34,7.0,2,2,0,4,0,2B
53 (1),Jun 4,TEX,@,MIN,L,2-6,GF,5,1.0,0,0,0,0,0,PH 2B
54,Jun 5,TEX,@,MIN,W,2-1,GS,29,7.0,1,0,1,2,0,2B
63 (8),Jun 14,TEX,,MIN,L,2-3,CG,39,9.0,11,1,0,12,0,1B
65 (1),Jun 16,TEX,@,SEA,W,5-1,GS,26,7.0,1,3,0,4,1,2B
66,Jun 17,TEX,@,SEA,L,2-5,CG,40,8.1,3,0,0,3,0,CF
73 (6),Jun 25,TEX,,CAL,W,5-4,GS,47,11.0,3,0,0,3,0,RF 2B
107 (33),Aug 1,TEX,@,BAL,L,2-7,CG,37,8.0,1,0,0,1,0,LF
110 (2),Aug 5,TEX,@,BOS,L,2-4,CG,39,8.0,3,2,1,6,0,2B
118 (7),Aug 13,TEX,@,CHW,L,3-5,GF,7,1.0,0,0,0,0,0,PH 2B
123 (4),Aug 18,TEX,,KCR,L,4-5,GF,11,2.0,0,0,0,0,0,PH 2B
124,Aug 19,TEX,,KCR,W,6-4,GS,37,9.0,1,2,0,3,0,2B 3B
127 (2),Aug 22,TEX,,CHW,W,3-1,GS,26,7.0,2,0,0,2,0,2B
129 (1),Aug 25,TEX,@,MIL,L,6-7,GF,4,1.0,0,0,0,0,0,PH 2B
130,Aug 26,TEX,@,MIL,L,3-6,GF,9,2.0,0,0,0,0,0,2B
136 (5),Sep 3,TEX,,SEA,L,3-7,GF,7,1.0,1,0,0,1,0,2B
144 (7),Sep 12,TEX,@,SEA,W,8-1,CG,35,9.0,4,2,0,6,1,2B
145,Sep 13,TEX,@,SEA,W,9-7,GS,31,7.0,3,2,0,5,0,2B
146,Sep 14,TEX,,MIN,W,9-2,CG,35,9.0,4,2,0,6,0,2B
147,Sep 15,TEX,,MIN,L,0-1,CG,37,9.0,1,2,0,3,0,2B
148,Sep 16,TEX,,MIN,L,0-2,CG,37,9.0,1,4,0,5,0,2B
149,Sep 17,TEX,@,OAK,L,3-5,CG,34,8.0,2,4,0,6,1,2B
151 (1),Sep 19,TEX,@,OAK,L,7-8,GS,21,5.0,3,1,0,4,0,2B
153 (1),Sep 22,TEX,@,CAL,W,9-7,GS,37,8.0,1,0,0,1,0,2B
154,Sep 23,TEX,@,CAL,W,2-1,CG,33,10.0,3,2,0,5,0,2B
155,Sep 24,TEX,,OAK,L,6-10,CG,50,9.0,5,2,0,7,1,2B
156,Sep 25,TEX,,OAK,L,5-7,CG,41,9.0,1,0,1,2,0,3B
157,Sep 26,TEX,,OAK,L,5-7,CG,38,9.0,2,0,1,3,0,2B
