61,3,Apr 18,SLB,@,DET,L,2-3,CG,L(0-1),99,8.0,4,3,0,5,1,0,0,0.00,32,64,,,,27,1,1,,,,
62,5,Apr 25,SLB,,DET,W,6-5,GS-,,6,9.0,6,5,0,6,1,0,0,0.00,37,60,,,,31,,,,,,
63,7,Apr 28,SLB,,DET,L,1-7,GS-,L(0-2),2,3.2,6,6,0,1,0,0,0,0.00,18,36,,,,17,,,,,,
64,16,May 8,SLB,@,DET,L,2-6,,,9,4.0,4,2,0,4,0,0,0,0.00,16,,,,,12,,,,,,
65,18,May 11,SLB,@,BOS,L,3-10,GS-,L(0-3),2,4.2,7,5,0,1,1,0,0,0.00,20,40,,,,19,,,,,,
66,23,May 17,SLB,@,NYY,L,7-8,,,5,2.1,3,4,0,2,2,0,0,0.00,13,,,,,11,,,,,,
67,27,May 21,SLB,@,WSH,W,3-2,,W(1-3),3,7.2,2,0,0,1,5,0,0,0.00,25,,,,,24,,,,,,
68,31,May 26,SLB,@,PHA,L,3-6,CG,L(1-4),4,8.0,8,6,0,7,3,0,0,0.00,35,50,,,,26,2,1,,,,
69,36,May 30(2),SLB,,DET,L,4-9,CG,L(1-5),3,9.0,13,9,0,8,8,0,0,0.00,49,43,,,,38,1,1,,,,
70,38,Jun 2,SLB,,BOS,L,9-10,,,2,2.2,3,3,0,0,5,0,0,0.00,13,,,,,13,,,,,,
71,41,Jun 6,SLB,,NYY,L,1-2,,,3,2.0,0,0,0,0,1,0,0,0.00,6,,,,,6,,,,,,
72,43,Jun 8,SLB,,NYY,T,4-4,CG,,1,7.0,5,4,0,1,6,0,0,0.00,27,64,,,,25,1,0,,,,
73,45,Jun 12,SLB,,PHA,W,6-1,,W(2-5),3,8.2,5,1,0,1,0,0,0,0.00,29,,,,,28,,,,,,
74,49,Jun 16,SLB,,WSH,L,2-6,GS-,L(2-6),3,2.2,4,6,0,1,1,0,0,0.00,15,38,,,,14,,,,,,
75,53,Jun 21,SLB,@,DET,L,0-8,CG,L(2-7),4,8.0,10,8,0,4,7,0,0,0.00,38,49,,,,31,1,0,,,,
76,61,Jun 30,SLB,@,CLE,L,0-5,,,8,6.0,8,1,0,1,2,0,0,0.00,24,,,,,23,,,,,,
77,67,Jul 4(2),SLB,@,CHW,L,4-7,CG,L(2-8),3,8.0,7,7,0,2,2,0,2,0.00,38,54,,,,32,0,0,,,,
78,71,Jul 9(1),SLB,@,WSH,W,9-6,,,4,0.1,1,5,0,3,0,0,0,0.00,5,,,,,2,,,,,,
79,72,Jul 9(2),SLB,@,WSH,L,2-3,CG,L(2-9),-1,8.0,6,3,0,2,3,0,0,0.00,35,65,,,,33,0,1,,,,
80,78,Jul 16,SLB,@,PHA,L,1-2,GS-,L(2-10),6,2.0,3,2,0,3,0,0,0,0.00,11,43,,,,8,,,,,,
81,82,Jul 21,SLB,@,NYY,L,2-19,,,4,1.1,4,6,0,3,0,1,0,0.00,11,,,,,8,,,,,,
82,89,Jul 31(1),SLB,,CLE,L,4-5,,L(2-11),9,2.0,2,1,0,2,2,0,0,0.00,10,,,,,8,,,,,,
83,95,Aug 5,SLB,,PHA,L,5-9,,,4,4.2,3,3,0,1,2,0,0,0.00,15,,,,,14,,,,,,
84,100,Aug 9(2),SLB,,NYY,L,0-8,CG,L(2-12),3,9.0,9,8,0,8,4,0,2,0.00,41,49,,,,30,0,0,,,,
85,106,Aug 14(1),SLB,,BOS,L,4-7,GS-,L(2-13),4,4.2,8,5,0,3,3,0,0,0.00,20,38,,,,17,,,,,,
86,114,Aug 23,SLB,@,BOS,L,11-13,,,8,1.2,3,3,0,0,1,0,1,0.00,9,,,,,8,,,,,,
87,116,Aug 25,SLB,@,PHA,W,9-6,,W(3-13),1,2.1,1,1,0,2,3,1,0,0.00,11,,,,,9,,,,,,
88,118,Aug 27,SLB,@,PHA,L,1-5,CG,L(3-14),1,8.0,11,5,0,4,3,0,0,0.00,36,49,,,,31,1,0,,,,
89,122,Aug 31,SLB,@,WSH,L,0-8,CG,L(3-15),3,8.0,12,8,0,6,6,0,3,0.00,44,42,,,,34,1,1,,,,
90,126,Sep 5(2),SLB,@,DET,L,3-4,CG,L(3-16),4,8.0,7,4,0,4,0,0,1,0.00,36,56,,,,29,1,0,,,,
91,130,Sep 8(2),SLB,,CHW,W,6-4,GS-,,2,3.0,3,3,0,4,3,0,0,0.00,16,46,,,,12,,,,,,
92,149,Sep 27(2),SLB,,PHA,L,4-5,,,18,8.0,5,1,0,1,7,0,0,0.00,28,,,,,27,,,,,,
93,153,Oct 1,SLB,,DET,L,1-3,CG,L(3-17),3,9.0,5,3,0,2,5,0,1,0.00,36,74,,,,32,2,0,,,,
94,156,Oct 8,SLB,,CLE,L,0-2,CG,L(3-18),6,9.0,8,2,0,4,4,0,0,0.00,36,67,,,,30,2,1,,,,
