3 (2),Apr 18,SLB,@,DET,L,2-3,CG,0,8.0,1,2,0,3,0,
5 (1),Apr 25,SLB,,DET,W,6-5,GS,0,9.0,0,3,0,3,0,
7 (1),Apr 28,SLB,,DET,L,1-7,GS,0,3.2,0,2,0,2,0,
16 (8),May 8,SLB,@,DET,L,2-6,GF,0,4.0,0,1,1,2,0,
18 (1),May 11,SLB,@,BOS,L,3-10,GS,0,4.2,0,0,0,0,0,
23 (4),May 17,SLB,@,NYY,L,7-8,,0,2.1,0,1,0,1,0,
27 (3),May 21,SLB,@,WSH,W,3-2,GF,0,7.2,0,3,0,3,0,
31 (3),May 26,SLB,@,PHA,L,3-6,CG,0,8.0,0,3,0,3,0,
36 (4),May 30 (2),SLB,,DET,L,4-9,CG,0,9.0,1,4,0,5,0,
38 (1),Jun 2,SLB,,BOS,L,9-10,,0,2.2,0,2,1,3,0,
41 (2),Jun 6,SLB,,NYY,L,1-2,GF,0,2.0,0,1,0,1,0,
43 (1),Jun 8,SLB,,NYY,T,4-4,CG,0,7.0,0,2,0,2,0,
45 (1),Jun 12,SLB,,PHA,W,6-1,GF,0,8.2,2,4,0,6,1,
49 (3),Jun 16,SLB,,WSH,L,2-6,GS,0,2.2,0,1,1,2,0,
53 (3),Jun 21,SLB,@,DET,L,0-8,CG,0,8.0,0,2,1,3,0,
61 (7),Jun 30,SLB,@,CLE,L,0-5,GF,0,6.0,1,2,0,3,0,
67 (5),Jul 4 (2),SLB,@,CHW,L,4-7,CG,0,8.0,0,1,1,2,0,
71 (3),Jul 9 (1),SLB,@,WSH,W,9-6,,0,0.1,0,0,0,0,0,
72,Jul 9 (2),SLB,@,WSH,L,2-3,CG,0,8.0,0,1,0,1,0,
78 (5),Jul 16,SLB,@,PHA,L,1-2,GS,0,2.0,0,0,0,0,0,
82 (3),Jul 21,SLB,@,NYY,L,2-19,,0,1.1,0,0,0,0,0,
89 (6),Jul 31 (1),SLB,,CLE,L,4-5,GF,0,2.0,0,1,0,1,0,
95 (5),Aug 5,SLB,,PHA,L,5-9,GF,0,4.2,1,1,0,2,0,
100 (4),Aug 9 (2),SLB,,NYY,L,0-8,CG,0,9.0,1,4,0,5,0,
106 (5),Aug 14 (1),SLB,,BOS,L,4-7,GS,0,4.2,0,1,0,1,0,
114 (7),Aug 23,SLB,@,BOS,L,11-13,,0,1.2,0,1,0,1,0,
116 (1),Aug 25,SLB,@,PHA,W,9-6,GF,0,2.1,0,0,0,0,0,
118 (1),Aug 27,SLB,@,PHA,L,1-5,CG,0,8.0,0,3,1,4,0,
122 (3),Aug 31,SLB,@,WSH,L,0-8,CG,0,8.0,0,5,0,5,0,
126 (3),Sep 5 (2),SLB,@,DET,L,3-4,CG,0,8.0,0,1,0,1,0,
130 (3),Sep 8 (2),SLB,,CHW,W,6-4,GS,0,3.0,0,0,0,0,0,
149 (18),Sep 27 (2),SLB,,PHA,L,4-5,GF,0,8.0,0,3,0,3,0,
153 (3),Oct 1,SLB,,DET,L,1-3,CG,0,9.0,0,1,0,1,0,
156 (2),Oct 8,SLB,,CLE,L,0-2,CG,0,9.0,0,1,0,1,0,
