35,3,Apr 18,PIT,@,CIN,L,6-7,,,99,0.0,1,0,0,0,0,0,0,---,1,,,,,1,,,,,0,
36,9,May 1,PIT,@,CHC,L,3-5,GS-,L(0-1),12,5.0,6,4,4,3,2,1,0,7.20,22,38,,,,17,,,,,0,
37,105,Aug 13(1),PIT,@,CHC,L,1-2,GS-,,99,7.0,5,1,1,2,3,0,0,3.75,26,64,,,,24,,,,,0,
