48,1,Apr 20,CHC,@,PIT,L,2-3,8-8,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,,1.000,,,1,1.58,0.061,0.26,PH
49,2,Apr 21,CHC,@,PIT,W,6-3,CG,5,4,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,.000,.333,.000,.333,5,.83,-0.056,-0.02,LF
50,3,Apr 22,CHC,@,PIT,L,0-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,.000,.300,.000,.300,5,.93,-0.044,-0.44,LF
51,4,Apr 23,CHC,,STL,L,0-1,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,.000,.214,.000,.214,5,1.63,-0.167,-0.90,LF
52,5,Apr 24,CHC,,STL,W,6-2,CG,3,3,1,1,0,0,1,1,0,0,1,0,0,,0,0,0,0,.071,.235,.286,.521,7,.42,0.031,0.62,LF
53,6,Apr 25,CHC,,STL,W,3-1,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,,0,0,0,0,.111,.238,.278,.516,7,.66,-0.028,-0.29,LF
54,7,Apr 27,CHC,@,CIN,W,7-2,CG,5,5,0,2,0,0,0,3,0,0,1,0,0,,0,0,0,0,.174,.269,.304,.574,6,.70,0.047,1.21,LF
55,8,Apr 28,CHC,@,CIN,L,1-8,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,1,0,0,0,.192,.300,.308,.608,5,.56,0.092,0.66,LF
56,9,Apr 29,CHC,,PIT,L,2-4,CG,4,3,0,0,0,0,0,0,1,,1,0,0,,,0,0,0,.172,.294,.276,.570,6,,,,LF
57,10,Apr 30,CHC,,PIT,L,4-10,4-5,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,.167,.286,.267,.552,9,.08,-0.002,-0.10,PH
58,13 (2),May 3,CHC,@,STL,L,1-3,0-0,1,1,0,1,1,0,0,1,0,,0,0,0,,,0,0,0,.194,.306,.323,.628,9,,,,PH
59,14,May 5,CHC,,PHI,L,9-13,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,.188,.297,.313,.610,9,,,,PH
