12,74,Jun 28,BOS,,NYY,L,4-10,6-6,,99,1.0,1,0,0,0,0,0,0,0.00,3,10,6,1,1,1,2,2,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.27,0.014,0.61, 6t --- 0 out d5, 6t 3 out d5
13,76,Jun 30,BOS,,NYY,W,6-5,8-8,,1,0.2,0,0,0,1,0,0,0,0.00,2,12,6,1,1,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,1,0,0,1.00,0.055,1.07, 8t 12- 0 out d2, 8t 1-3 2 out d2
14,78,Jul 2,BOS,,OAK,W,10-2,9-GF,,1,1.0,3,1,1,1,1,0,0,3.38,7,26,16,4,2,2,3,3,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.03,0.000,-0.39, 9t --- 0 out a9, 9t end a 8
15,82,Jul 6,BOS,,CAL,L,6-10,7-7,BL(0-1),3,1.0,6,5,5,1,2,2,0,14.73,10,45,26,6,3,2,5,2,0,0,,0,0,0,0,0,9,2,0,1,0,0,0,1.22,-0.581,-4.39, 7t --- 0 out a1, 7t 3 out d4
16,85,Jul 9,BOS,,SEA,L,4-7,9-GF,,2,0.2,0,0,0,0,1,0,0,12.46,2,10,7,2,3,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.14,0.007,0.33, 9t --- 1 out d3, 9t end d 3
