1,7 (6),Apr 20,PHA,,BOS,L,4-15,0-GF,1,1,0,1,0,0,0,0,0,,0,0,0,,,,1,0,1.000,1.000,1.000,2.000,6,C
2,85 (77),Jul 21,PHA,,SLB,L,2-10,GS-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,1.000,1.000,1.000,2.000,6,C
