31 (30),May 14,CAL,,MIN,L,4-6,CG,43,9.0,4,0,0,4,0,LF
33 (1),May 15 (2),CAL,,MIN,L,5-15,CG,52,9.0,3,1,0,4,1,LF
40 (6),May 23,CAL,@,TEX,L,0-9,CG,28,5.0,0,0,0,0,0,LF
43 (2),May 26,CAL,,CHW,L,0-1,CG,40,11.0,0,0,0,0,0,LF
46 (2),May 29 (1),CAL,,KCR,W,3-2,GF,12,3.0,1,0,0,1,0,PH LF
48 (1),May 30,CAL,,KCR,L,2-3,GF,10,2.0,0,0,0,0,0,PH LF
60 (11),Jun 13,CAL,@,DET,W,10-7,GS,30,7.0,2,0,0,2,0,LF
61,Jun 14,CAL,@,MIL,L,2-8,CG,35,8.0,0,0,0,0,0,LF
62,Jun 15,CAL,,MIL,W,1-0,GS,26,8.0,0,0,0,0,0,LF
63,Jun 16,CAL,,MIL,L,0-9,CG,42,9.0,3,0,0,3,0,LF
65 (1),Jun 18,CAL,,BOS,L,1-3,GS,28,8.0,0,0,0,0,0,LF
