2,142,Sep 19,STL,,BSN,W,13-12,,W(1-0),99,1.0,0,0,0,0,1,0,0,0.00,3,,,,,3,0,0,0,,0,
3,153,Oct 3,STL,,CHC,L,8-14,,,13,1.0,0,0,0,1,1,0,0,0.00,4,,,,,3,0,0,,,0,
