153,3 (2),Mar 31,PHI,,ATL,W,5-1,GS-6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.80,-0.041,-0.34,,,P
154,7 (3),Apr 6,PHI,,MIN,L,2-6,GS-7,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.15,-0.055,-0.45,,,P
155,12 (4),Apr 12,PHI,@,MIA,W,9-1,GS-8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.50,-0.038,-0.86,,,P
156,17 (4),Apr 17,PHI,,NYM,W,3-2,GS-9,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.76,-0.058,-0.77,,,P
157,22 (4),Apr 22,PHI,@,NYM,L,1-5,GS-7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000,9,1.76,-0.033,-0.27,,,P
158,27 (4),Apr 27,PHI,,MIA,W,12-9,GS-6,3,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.077,.077,.077,.154,9,.74,-0.022,0.54,,,P
159,32 (4),May 4,PHI,,WSN,L,8-10,GS-6,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.071,.071,.071,.143,9,1.36,-0.057,-0.55,,,P
160,42 (9),May 15,PHI,,MIL,L,2-5,GS-7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,.125,.125,.250,9,.70,0.027,0.22,,,P
161,47 (4),May 20,PHI,@,CHC,W,5-4,GS-7,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.111,.111,.111,.222,9,.94,-0.051,-0.40,,,P
162,52 (4),May 25,PHI,@,MIL,W,7-2,GS-9,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.136,.136,.136,.273,9,.66,-0.087,-1.16,,,P
