8,96,Jul 17,SFG,@,HOU,L,7-10,4-6,,99,2.2,3,0,0,2,3,0,0,0.00,13,56,36,10,5,3,5,1,1,0,,2,1,2,0,0,11,1,0,0,0,0,0,.38,0.018,1.19, 4b 1-3 1 out d3, 6b 3 out d4
9,102,Jul 23,SFG,,STL,L,1-8,6-7,,5,1.0,1,2,2,1,0,0,0,4.91,5,20,10,1,1,2,2,1,0,0,,2,0,0,0,0,3,1,0,1,0,0,0,.99,0.039,0.49, 6t 12- 1 out d2, 7t 12- 1 out d2
10,104,Jul 25,SFG,,CIN,L,8-9,7-8,,1,1.0,3,0,0,0,1,0,0,3.86,5,18,12,4,1,2,2,2,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,.22,-0.017,-0.50, 7t --- 0 out d5, 8t 12- 0 out d3
11,108,Jul 30,SFG,@,MON,L,6-12,5-6,,4,1.2,2,1,1,0,1,1,0,4.26,7,23,14,0,1,0,6,2,2,0,,1,1,0,0,0,7,1,0,0,0,0,0,.12,-0.014,-0.97, 5b 1-- 1 out d5, 6b 3 out d4
12,111,Aug 2,SFG,@,PHI,W,15-3,8-GF,,2,2.0,1,0,0,0,1,0,0,3.24,7,22,17,3,1,0,6,3,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.00,0.000,1.04, 8b --- 0 out a12, 9b end a12
13,116,Aug 7,SFG,,ATL,L,0-5,6-8,,4,3.0,1,0,0,0,3,0,0,2.38,11,34,24,6,4,3,5,1,2,0,,0,0,0,0,0,11,0,1,0,0,0,1,.10,0.018,1.46, 6t --- 0 out d5, 8t 3 out d5
14,119,Aug 10,SFG,,CHC,L,5-8,6-GF,,2,4.0,3,2,1,0,1,1,0,2.35,15,59,38,6,5,6,8,4,2,0,,0,0,0,0,0,15,1,0,0,1,0,1,.49,-0.042,-0.06, 6t --- 0 out d1, 9t end d 3
15,127,Aug 20,SFG,@,CHC,L,3-7,8-GF(8),,9,1.0,2,1,1,1,2,0,0,2.76,6,28,17,4,4,2,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.18,-0.013,-0.47, 8b --- 0 out d3, 8b end d 4
16,130,Aug 23,SFG,@,FLA,W,10-5,8-GF,,2,2.0,4,2,2,1,0,0,0,3.44,11,32,21,6,1,4,6,1,1,0,,0,0,0,0,0,10,2,0,0,0,0,0,.05,0.004,-1.04, 8b --- 0 out a7, 9b end a 5
17,137,Aug 30,SFG,,PHI,L,4-5,7-7,,6,1.0,2,1,1,0,0,0,0,3.72,5,13,9,2,0,2,3,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.44,-0.034,-0.52, 7t --- 0 out d3, 7t 3 out d4
18,140,Sep 2,SFG,,MON,W,12-3,6-8,,2,2.2,2,0,0,1,2,0,0,3.27,11,43,28,5,5,2,6,1,3,0,,2,0,0,0,0,10,0,1,0,0,0,0,.02,0.003,2.14, 6t 1-3 1 out a10, 8t 3 out a10
19,141,Sep 4,SFG,@,LAD,L,5-8,6-6,,1,1.0,2,2,2,1,0,1,0,3.91,6,27,16,4,1,3,2,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.11,-0.031,-1.52, 6b --- 0 out d4, 6b 3 out d6
20,150,Sep 14,SFG,@,ARI,L,2-14,3-7,,9,4.2,5,2,2,0,5,0,0,3.90,18,65,44,12,8,7,6,2,2,0,,2,2,0,0,0,18,1,0,0,1,0,0,.00,-0.001,-1.03, 3b 12- 1 out d10, 7b 3 out d13
