5 (4),Apr 21,STL,,CIN,L,4-5,,6,2.0,0,1,0,1,0,P
7 (1),Apr 25,STL,@,CHC,L,6-10,,4,0.2,0,1,0,1,0,P
13 (5),May 3,STL,@,PIT,L,2-8,,0,0.1,1,0,0,1,0,
