12,137 (136),Sep 18 (1),CHW,@,PHA,L,1-3,CG,4,3,0,0,0,0,0,1,0,,0,0,1,,,,0,,.000,.000,.000,.000,3,LF
13,138,Sep 18 (2),CHW,@,PHA,T,1-1,CG(12),5,4,0,1,0,0,0,0,0,,0,0,1,,,,0,,.143,.143,.143,.286,3,LF
14,139,Sep 19,CHW,@,WSH,L,3-7,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.182,.182,.182,.364,5,LF RF
15,140,Sep 20,CHW,@,WSH,W,5-3,CG,4,3,3,2,0,0,0,0,1,,0,0,0,,,,0,,.286,.333,.286,.619,5,RF
16,141,Sep 22 (1),CHW,@,WSH,W,5-0,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,,0,,.235,.316,.235,.551,5,RF
17,142,Sep 22 (2),CHW,@,WSH,W,1-0,CG,4,2,0,0,0,0,0,0,1,,1,1,0,,,,0,,.211,.348,.211,.558,5,RF
18,143,Sep 23,CHW,@,NYY,W,3-2,CG,5,5,0,2,1,0,0,2,0,,0,0,0,,,,1,,.250,.357,.292,.649,5,LF
19,144,Sep 25,CHW,@,NYY,L,3-7,CG,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,,.214,.313,.250,.563,5,LF
20,145,Sep 26,CHW,@,NYY,W,5-4,CG,5,4,0,0,0,0,0,0,1,,1,0,0,,,,0,,.188,.297,.219,.516,5,LF
21,146,Sep 27,CHW,@,BOS,W,3-0,CG,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,,.167,.268,.194,.463,5,LF
22,147,Sep 28,CHW,@,BOS,L,3-6,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,,1,,.154,.267,.179,.446,5,LF
23,148,Sep 30 (1),CHW,@,BOS,W,9-1,CG,5,3,2,1,0,0,0,,2,,0,0,0,,,,0,,.167,.300,.190,.490,5,LF
24,149,Sep 30 (2),CHW,@,BOS,W,4-2,CG(8),4,4,0,2,0,0,0,0,0,,1,0,0,,,,0,,.196,.315,.217,.532,5,LF
