6,3 (2),Apr 19,CHW,,CLE,L,1-2,GS-0,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.250,.250,.250,.500,4,LF
7,4,Apr 20,CHW,,CLE,L,0-1,CG,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,,.143,.143,.143,.286,4,LF
8,5,Apr 21,CHW,@,SLB,L,1-4,GS-0,3,2,0,0,0,0,0,0,1,,1,0,0,,,,0,,.111,.200,.111,.311,4,LF
9,16 (10),May 8,CHW,,CLE,L,0-2,CG,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,,.077,.143,.077,.220,4,LF
10,17,May 10,CHW,@,WSH,W,10-3,CG,5,3,0,2,0,0,0,3,2,,0,0,0,,,,0,,.188,.316,.188,.503,4,LF
11,18,May 13,CHW,@,WSH,L,1-5,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.200,.304,.200,.504,4,LF
