1,136,Sep 4,OAK,@,TOR,W,10-0,8-8,,99,0.0,0,0,0,2,0,0,0,---,2,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,.02,-0.001,-0.69, 8b --- 1 out a10, 8b 12- 1 out a10
2,137,Sep 5,OAK,@,BOS,L,3-10,8-GF(8),,0,1.0,0,0,0,0,1,0,0,0.00,3,12,8,2,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.62, 8b --- 0 out d7, 8b end d 7
3,145,Sep 15,OAK,@,TBD,W,17-3,8-8,,9,1.0,1,1,0,1,0,0,0,0.00,6,25,11,1,1,2,3,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,1,.01,0.000,-0.41, 8b --- 0 out a15, 8b 3 out a14
4,158,Sep 28,OAK,,ANA,L,3-6,14-GF(14),,12,0.1,1,0,0,0,1,0,0,0.00,2,10,6,2,1,0,1,1,0,0,,2,2,0,0,0,2,1,0,0,0,0,0,.65,-0.137,-1.52,14t 12- 2 out d1,14t end d 3
5,160,Sep 30,OAK,,TEX,W,23-2,9-GF,,1,1.0,2,1,1,1,1,0,0,2.70,6,16,10,1,3,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,-0.43, 9t --- 0 out a22, 9t end a21
