163,44 (43),May 24,BOS,,LAA,W,6-1,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,8,,,,0.00,0.00,PR 3B
164,63 (18),Jun 13,BOS,,TOR,L,4-5,7-GF(11),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,6,2.67,-0.138,-0.49,0.00,-0.50,3B
165,64,Jun 14,BOS,,TOR,L,5-13,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,5,,,,0.00,0.00,SS
