5,12,Apr 29,BOS,,PHA,L,1-7,,,99,1.0,1,0,0,1,0,0,0,0.00,4,,,,,3,,,,,,
6,16,May 3,BOS,@,WSH,L,1-5,,,3,1.0,0,1,0,2,2,0,0,0.00,5,,,,,2,,,,,,
7,22,May 13,BOS,,SLB,W,14-9,,W(1-0),9,5.2,8,3,0,2,3,0,0,0.00,26,,,,,24,,,,,,
