508,1,Mar 28,LAA,@,OAK,L,0-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,1.08,-0.113,-1.44,0.00,0.00,1B
509,2,Mar 29,LAA,@,OAK,W,6-2,CG,5,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,.000,.222,.000,.222,3,1.45,0.216,1.09,6.00,9.50,1B
510,3,Mar 30,LAA,@,OAK,L,2-4,CG,4,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,.000,.231,.000,.231,5,1.46,-0.103,-0.77,2.00,3.00,1B
511,4,Mar 31,LAA,@,OAK,L,1-2,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,.071,.235,.143,.378,3,2.06,-0.096,-0.97,5.00,6.00,1B
512,5,Apr 1,LAA,@,SEA,L,3-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.056,.190,.111,.302,3,1.21,-0.126,-1.01,0.00,0.00,1B
513,7 (1),Apr 4,LAA,,TEX,L,4-11,CG,5,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.091,.231,.136,.367,3,.59,0.019,0.55,5.00,6.00,1B
514,8,Apr 5,LAA,,TEX,W,3-1,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.080,.233,.120,.353,3,.61,0.008,-0.06,2.00,3.00,1B
515,10 (1),Apr 7,LAA,,TEX,W,7-2,CG,5,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.103,.257,.138,.395,3,.61,-0.074,-0.55,5.00,6.00,1B
516,11,Apr 8,LAA,,MIL,W,5-2,CG,4,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.125,.282,.250,.532,3,.72,0.111,1.87,18.00,25.20,1B
517,12,Apr 9,LAA,,MIL,W,11-8,CG,5,3,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.143,.318,.257,.575,3,1.21,0.149,0.97,13.00,18.60,1B
