379,4,Apr 21,DET,@,SLB,W,16-1,GS-,W(1-0),99,6.0,9,0,0,1,3,0,0,0.00,28,56,,,,27,,,,,0,
380,8,Apr 25,DET,@,CLE,W,2-1,CG,W(2-0),3,9.0,6,1,1,2,3,0,1,0.60,36,72,,,,32,3,0,,,0,
381,12,Apr 29,DET,,SLB,W,1-0,SHO,W(3-0),3,9.0,4,0,0,1,1,0,0,0.38,31,79,,,,30,1,0,,,0,
382,15,May 2,DET,,CLE,W,4-3,,S(1),2,1.0,0,0,0,0,0,0,0,0.36,3,,,,,3,,,,,0,
383,16,May 3,DET,,CLE,W,6-5,CG,W(4-0),0,9.0,12,5,5,4,3,0,0,1.59,44,42,,,,39,1,1,,,0,
384,20,May 7,DET,@,CHW,W,8-4,CG,W(5-0),3,9.0,8,4,4,1,1,1,0,2.09,35,55,,,,34,1,1,,,0,
385,24,May 13,DET,,NYY,W,4-1,CG,W(6-0),5,9.0,5,1,0,1,4,0,0,1.73,34,78,,,,33,1,0,,,0,
386,28,May 18,DET,,BOS,L,2-6,CG,L(6-1),4,10.0,13,6,6,0,3,0,1,2.32,43,45,,,,42,2,1,,,0,
387,32,May 22,DET,,PHA,W,4-3,CG,W(7-1),3,9.0,7,3,2,2,1,1,0,2.28,36,62,,,,33,1,1,,,0,
388,35,May 26,DET,,CHW,L,1-2,CG,L(7-2),3,9.0,8,2,2,1,2,0,0,2.25,35,64,,,,32,3,0,,,0,
389,39,May 30(2),DET,,SLB,W,4-3,CG,W(8-2),3,9.0,7,3,3,2,6,0,0,2.33,33,65,,,,30,3,2,,,0,
390,43,Jun 3,DET,,CLE,W,8-7,GS-,,3,5.0,8,5,4,2,1,1,0,2.59,26,32,,,,24,,,,,0,
391,47,Jun 8,DET,@,WSH,L,4-7,GS-,L(8-3),4,6.0,5,3,3,1,3,0,0,2.70,23,52,,,,21,,,,,0,
392,50,Jun 13,DET,@,PHA,L,2-5,GS-,L(8-4),4,6.0,5,4,3,2,2,0,0,2.80,26,48,,,,22,,,,,0,
393,52,Jun 15,DET,@,BOS,W,2-0,,S(2),1,1.0,0,0,0,0,0,0,0,2.78,3,,,,,3,,,,,0,
394,54,Jun 17,DET,@,NYY,L,0-9,GS-,L(8-5),1,2.1,11,6,6,1,1,1,0,3.21,18,11,,,,17,,,,,0,
395,56,Jun 19,DET,@,NYY,L,5-6,,,1,4.1,5,2,2,2,1,1,0,3.25,19,,,,,15,,,,,0,
396,59,Jun 24,DET,,CHW,L,8-9,GS-,L(8-6),4,8.0,15,9,8,0,5,0,0,3.62,37,23,,,,37,,,,,0,
397,63,Jun 29,DET,@,SLB,W,5-3,,W(9-6),4,2.2,3,1,1,0,0,0,0,3.62,11,,,,,11,,,,,0,
398,67,Jul 4(1),DET,@,CLE,L,7-10,GS-,,4,2.1,8,6,5,1,1,0,0,3.91,15,19,,,,13,,,,,0,
399,70,Jul 7(1),DET,,PHA,W,9-6,CG,W(10-6),2,9.0,10,6,5,2,5,1,0,3.98,39,48,,,,36,2,0,,,0,
400,72,Jul 8,DET,,PHA,L,5-7,,,0,0.1,1,0,0,0,0,0,0,3.97,2,,,,,2,,,,,0,
401,74,Jul 11(1),DET,,BOS,W,7-3,CG,W(11-6),2,9.0,7,3,2,1,2,0,1,3.85,36,64,,,,33,2,0,,,0,
402,77,Jul 13,DET,,BOS,L,4-6,,L(11-7),1,2.0,2,2,2,1,2,0,0,3.92,9,,,,,7,,,,,0,
403,80,Jul 16,DET,,WSH,L,2-4,CG,L(11-8),2,9.0,8,4,4,2,4,0,1,3.92,37,57,,,,33,1,1,,,0,
404,84,Jul 21,DET,,NYY,L,2-3,GS-,L(11-9),4,8.0,6,3,2,1,5,0,0,3.84,30,64,,,,29,,,,,0,
405,88,Jul 25,DET,@,CHW,W,6-3,CG,W(12-9),3,9.0,8,3,3,4,4,0,0,3.80,37,59,,,,32,3,1,,,0,
406,90,Jul 30,DET,@,WSH,L,0-1,CG,L(12-10),4,8.0,4,1,1,1,1,0,0,3.68,30,70,,,,29,1,0,,,0,
407,92,Aug 2,DET,@,PHA,W,6-5,,S(3),2,0.2,0,0,0,1,0,0,0,3.67,3,,,,,1,,,,,0,
408,93,Aug 4,DET,@,PHA,W,14-4,CG,W(13-10),1,9.0,11,4,4,1,1,0,0,3.68,40,49,,,,37,4,0,,,0,
409,96,Aug 8(1),DET,@,BOS,W,4-0,SHO,W(14-10),3,9.0,9,0,0,2,3,0,0,3.52,35,70,,,,32,1,0,,,0,
410,100,Aug 11(2),DET,@,NYY,L,8-9,CG,L(14-11),2,9.2,15,9,8,6,3,3,0,3.70,50,22,,,,43,1,2,,,0,
411,104,Aug 16,DET,,PHA,W,3-0,SHO,W(15-11),4,9.0,5,0,0,3,4,0,0,3.55,32,78,,,,29,0,0,,,0,
412,107,Aug 19,DET,,BOS,W,5-4,GS-,,2,8.0,10,4,4,2,3,0,0,3.58,37,47,,,,35,,,,,0,
413,110,Aug 23,DET,,NYY,W,2-1,CG,W(16-11),3,9.0,5,1,1,5,1,1,0,3.48,34,69,,,,29,1,0,,,0,
414,114,Aug 27,DET,,WSH,W,9-6,GS-,W(17-11),3,7.0,9,6,6,1,3,0,0,3.60,30,37,,,,27,,,,,0,
415,117,Aug 30,DET,@,SLB,L,0-4,GS-,L(17-12),2,7.0,7,3,3,3,3,0,0,3.61,30,51,,,,26,,,,,0,
416,120,Sep 3(1),DET,,CHW,W,14-4,GS-,,3,6.0,9,4,3,1,2,0,0,3.63,26,41,,,,25,,,,,0,
