79,2,Apr 2,MON,@,ATL,W,3-0,9-GF,S(1),99,1.0,0,0,0,0,2,0,0,0.00,3,10,7,2,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.56,0.044,0.52, 9b --- 0 out a3, 9b end a 3
80,5,Apr 5,MON,@,NYM,L,1-3,8-GF(8),,2,1.0,1,0,0,0,0,0,0,0.00,4,13,7,1,1,3,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.34,0.014,0.50, 8b --- 0 out d2, 8b end d 2
81,6,Apr 6,MON,@,NYM,W,8-5,9-GF,S(2),0,1.0,0,0,0,0,1,0,0,0.00,3,12,7,3,1,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.53,0.041,0.50, 9b --- 0 out a3, 9b end a 3
82,9,Apr 10,MON,@,CHC,W,7-1,9-GF,,3,1.0,1,1,1,0,1,0,0,2.25,4,17,10,1,1,2,1,0,0,0,,0,0,0,0,0,3,1,0,0,0,1,0,.04,0.001,-0.48, 9b --- 0 out a7, 9b end a 6
83,11,Apr 12,MON,,NYM,W,5-4,9-GF,S(3),1,1.0,0,0,0,2,1,0,0,1.80,5,21,12,6,2,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.48,0.172,0.54, 9t --- 0 out a1, 9t end a 1
84,12,Apr 13,MON,,NYM,W,2-1,9-GF(10),W(1-0),0,2.0,2,0,0,1,1,0,0,1.29,9,26,16,5,2,4,3,0,2,0,,0,0,0,0,0,8,0,0,0,0,0,0,1.51,0.189,1.09, 9t --- 0 out d1,10t end tie
85,13,Apr 14,MON,,NYM,W,5-3,9-GF,S(4),0,1.0,0,0,0,0,0,0,0,1.12,3,14,9,3,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.02,0.080,0.54, 9t --- 0 out a2, 9t end a 2
86,16,Apr 17,MON,,ATL,L,8-14,9-10,L(1-1),2,1.1,2,6,5,5,2,1,1,5.79,13,43,18,5,4,2,3,0,0,0,,0,0,1,0,0,6,1,0,2,0,0,1,2.92,-0.351,-5.20, 9t --- 0 out tie,10t --- 1 out d6
87,17,Apr 19(1),MON,,CIN,W,8-7,9-9,H(1),1,0.2,2,1,1,0,1,0,0,6.30,4,13,9,2,0,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.98,0.004,0.02, 9t --- 0 out a1, 9t 1-3 2 out a1
88,21,Apr 23,MON,,ARI,L,2-6,9-GF,,3,1.0,1,0,0,0,0,0,0,5.73,3,13,8,3,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.11,0.004,0.54, 9t --- 0 out d4, 9t end d 4
89,22,Apr 24,MON,,ARI,W,1-0,9-GF,S(5),0,0.2,0,0,0,0,1,0,0,5.40,2,9,7,0,2,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.84,0.095,0.29, 9t --- 1 out a1, 9t end a 1
90,24,Apr 26,MON,,HOU,W,3-2,10-GF(10),W(2-1),1,1.0,1,0,0,0,2,0,0,4.97,4,16,11,3,3,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.82,0.146,0.54,10t --- 0 out tie,10t end tie
91,26,Apr 29,MON,@,MIL,W,3-2,9-GF,S(6),2,1.0,1,0,0,1,0,0,0,4.61,5,20,11,3,2,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,5.22,0.203,0.51, 9b --- 0 out a1, 9b end a 1
92,27,Apr 30,MON,@,MIL,W,9-5,9-GF,,0,1.0,0,0,0,0,2,0,0,4.30,3,15,10,2,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.24,0.019,0.51, 9b --- 0 out a4, 9b end a 4
93,30,May 3,MON,@,STL,L,1-3,8-GF(8),,2,0.2,0,0,0,0,0,0,0,4.11,1,5,2,0,1,1,0,0,0,0,,2,0,0,1,0,1,0,0,0,0,0,0,.46,0.037,1.41, 8b -23 1 out d2, 8b end d 2
94,32,May 6,MON,,SDP,W,4-2,9-GF,S(7),2,1.0,0,0,0,1,1,0,0,3.86,4,14,7,3,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.53,0.080,0.54, 9t --- 0 out a2, 9t end a 2
95,33,May 7,MON,,SDP,W,12-9,9-GF(10),BW(3-1),0,2.0,3,2,2,0,2,0,0,4.42,9,33,22,5,3,2,5,4,1,0,,0,0,0,0,0,8,1,0,0,0,0,0,2.82,-0.128,-0.91, 9t --- 0 out a2,10t end tie
96,36,May 10,MON,,LAD,W,6-5,9-GF,S(8),2,1.0,0,0,0,1,1,0,0,4.19,4,19,10,4,1,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.57,0.172,0.54, 9t --- 0 out a1, 9t end a 1
97,38,May 12,MON,@,SFG,W,4-3,9-GF,S(9),1,1.0,2,1,1,0,2,0,0,4.43,5,21,13,5,2,1,2,2,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,3.60,0.094,-0.49, 9b --- 0 out a2, 9b end a 1
98,39,May 13,MON,@,SFG,W,6-4,9-GF,S(10),0,1.0,0,0,0,0,0,0,0,4.22,2,6,4,1,0,1,1,0,1,0,,1,0,0,0,0,2,0,0,0,1,0,0,2.03,0.186,0.90, 9b 1-- 0 out a2, 9b end a 2
