1,133 (132),Aug 31,LAD,@,CHC,W,7-0,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.01,0.000,-0.17,PH 2B
2,134,Sep 2,LAD,@,COL,L,3-11,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.04,-0.001,-0.11,2B
3,135,Sep 3,LAD,@,COL,L,1-11,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,2,.00,0.000,-0.26,PH
4,136,Sep 4,LAD,@,COL,L,6-7,9-GF(10),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,.250,.000,.250,5,2.39,0.082,0.40,2B
5,141 (4),Sep 10,LAD,,SDP,W,3-1,CG,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.333,.500,.500,1.000,1,.48,0.061,0.86,3B
6,142,Sep 11,LAD,,SDP,W,7-3,CG,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.400,.538,.500,1.038,1,.93,0.009,0.33,3B
7,143,Sep 12,LAD,,COL,W,7-0,CG,5,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.467,.556,.600,1.156,1,.39,0.076,2.53,3B
8,144,Sep 13,LAD,,COL,L,4-6,CG,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.400,.478,.550,1.028,1,1.01,-0.083,-0.90,3B
9,145,Sep 14,LAD,,COL,L,7-8,CG,5,3,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,.391,.500,.522,1.022,1,1.61,-0.041,0.43,3B
10,146,Sep 15,LAD,@,SFG,W,7-1,CG,5,5,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,.393,.485,.500,.985,1,1.14,0.202,2.02,3B
11,147,Sep 16,LAD,@,SFG,L,4-5,CG,5,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.406,.500,.500,1.000,1,1.64,0.059,0.58,3B
12,148,Sep 17,LAD,@,SFG,L,1-2,CG,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.400,.500,.571,1.071,1,.89,0.100,1.04,3B
13,149,Sep 18,LAD,@,SFG,L,3-5,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.350,.447,.500,.947,1,1.40,-0.185,-1.40,3B
14,150,Sep 20,LAD,@,ARI,L,1-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.341,.431,.477,.909,1,.57,-0.019,-0.31,3B
15,151,Sep 21,LAD,@,ARI,L,2-3,CG,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.396,.473,.521,.994,1,1.21,0.155,1.12,3B
16,152,Sep 22,LAD,@,ARI,L,4-7,CG(12),6,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.389,.459,.519,.978,1,1.61,-0.094,-0.38,3B
17,153,Sep 23,LAD,,PIT,W,4-3,CG,5,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.397,.470,.534,1.004,1,1.12,0.054,0.82,3B
18,154,Sep 24,LAD,,PIT,L,3-8,CG,5,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,.377,.465,.508,.973,1,1.01,-0.018,-0.56,3B
19,155,Sep 25,LAD,,PIT,W,9-2,CG,5,3,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,.375,.474,.516,.989,1,1.62,-0.051,0.70,3B 2B
20,156,Sep 26,LAD,,PIT,W,9-4,CG,5,3,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,.388,.494,.537,1.031,1,.86,0.176,1.76,3B
21,157,Sep 27,LAD,,ARI,L,0-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.366,.471,.507,.978,1,.80,-0.081,-0.68,3B
22,158,Sep 28,LAD,,ARI,L,3-4,CG,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.360,.461,.493,.954,1,1.49,0.131,0.77,3B
23,159,Sep 29,LAD,,ARI,L,2-3,CG,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,.351,.462,.481,.943,1,.92,-0.016,0.01,3B
24,160,Sep 30,LAD,@,SDP,L,1-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.338,.454,.463,.916,1,.67,-0.042,-0.34,3B
25,161,Oct 1,LAD,@,SDP,W,2-1,CG,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.337,.455,.470,.925,1,1.67,0.180,0.91,2B
26,162,Oct 2,LAD,@,SDP,L,1-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.326,.448,.453,.901,1,1.13,-0.089,-0.53,2B
