1,143 (142),Sep 19,NYY,,CLE,L,0-2,CG,4,3,0,0,0,0,0,0,1,,1,0,0,,,,0,,.000,.250,.000,.250,1,RF
2,144,Sep 20,NYY,,CLE,L,2-6,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.125,.000,.125,1,CF
3,145,Sep 21,NYY,,SLB,W,9-6,CG,5,5,3,4,1,0,0,0,0,,0,0,0,,,,0,,.333,.385,.417,.801,1,CF
4,146,Sep 22 (1),NYY,,SLB,L,2-4,CG,5,5,0,1,0,0,0,0,0,,0,0,0,,,,0,,.294,.333,.353,.686,1,CF
5,147,Sep 22 (2),NYY,,SLB,L,0-3,CG,4,4,0,1,0,0,0,0,0,,1,0,0,,,,0,,.286,.318,.333,.652,1,CF
