143 (142),Sep 19,NYY,,CLE,L,0-2,CG,0,9.0,1,0,0,1,0,
144,Sep 20,NYY,,CLE,L,2-6,CG,0,9.0,3,0,1,4,0,
145,Sep 21,NYY,,SLB,W,9-6,CG,0,9.0,2,0,1,3,0,
146,Sep 22 (1),NYY,,SLB,L,2-4,CG,0,9.0,2,1,0,3,0,
147,Sep 22 (2),NYY,,SLB,L,0-3,CG,0,9.0,2,1,0,3,0,
