84 (83),Jul 9,NYY,@,MIN,L,3-8,,9,2.0,0,0,0,0,0,P
90 (5),Jul 17,NYY,,WSA,W,5-4,,3,0.0,0,0,0,0,0,P
96 (5),Jul 23,NYY,@,CLE,L,2-5,,2,0.0,0,0,0,0,0,P
