51,89 (88),Jul 27,PBS,,BAL,W,2-1,CG(10),3,3,0,0,0,0,0,0,0,,2,0,0,,,,0,,.000,.000,.000,.000,9,P
52,94 (4),Jul 31,PBS,,BTT,W,4-2,GS-0,3,3,1,1,0,0,0,0,0,,1,0,0,,,,0,,.167,.167,.167,.333,9,P
