40,3 (2),Apr 11,DET,,NYY,W,11-5,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,4,,,,1B
41,7 (3),Apr 16,DET,,TOR,W,6-2,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,6,1.01,-0.082,-0.73,DH
42,8,Apr 17,DET,,TOR,W,5-4,GS-9,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,6,.76,-0.059,-0.59,DH
43,9,Apr 18,DET,@,CHW,W,16-0,4-GF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.00,0.000,-0.33,3B
44,12 (2),Apr 22,DET,@,NYY,W,10-5,8-GF,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.111,.200,.111,.311,7,.50,0.026,0.25,PH
45,13,Apr 23,DET,@,NYY,L,0-5,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.167,.231,.167,.397,8,.64,-0.009,-0.05,DH
46,14,Apr 25,DET,@,TOR,L,2-3,GS-9,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.143,.250,.143,.393,7,.72,0.025,0.05,LF
47,17 (2),Apr 28,DET,@,TOR,L,6-9,4-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.133,.235,.133,.369,7,.98,-0.025,-0.24,LF
48,19 (1),Apr 30,DET,@,KCR,W,13-7,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.125,.222,.125,.347,7,.01,0.000,-0.98,PH 1B
49,27 (7),May 10,DET,@,MIN,L,2-5,GS-9,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.158,.238,.211,.449,7,.87,-0.065,-0.65,DH
50,28,May 11,DET,@,MIN,L,4-5,GS-6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.143,.217,.190,.408,7,.68,-0.038,-0.44,DH
51,29,May 12,DET,@,MIN,L,3-8,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.136,.208,.182,.390,9,.02,0.000,-0.11,PH
52,36 (6),May 20,DET,,BAL,W,11-5,3-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.130,.200,.174,.374,7,.22,-0.006,-0.16,PH
53,40 (3),May 24,DET,,BOS,L,9-10,GS-8,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.154,.214,.192,.407,6,.61,-0.009,-0.13,DH
54,43 (2),May 27,DET,@,MIL,W,15-9,GS-6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.143,.200,.179,.379,7,1.19,-0.055,-0.57,LF
55,44,May 28,DET,@,MIL,L,2-15,6-GF,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.167,.219,.233,.452,3,.00,0.000,0.27,PH 3B
