7,4 (3),Apr 17,CIN,,CHC,L,2-9,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
8,28 (23),May 24,CIN,,BSN,L,0-3,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
