7,4,Apr 17,CIN,,CHC,L,2-9,,,99,1.0,2,2,0,1,0,0,0,0.00,6,,,,,5,,,,,,
8,28,May 24,CIN,,BSN,L,0-3,,,36,0.1,0,0,0,2,0,0,0,0.00,2,,,,,0,,,,,,
