1,Apr 11,CHW,@,CLE,L,1-3,GF,0, ,0,0,0,0,0,
2,Apr 12,CHW,@,CLE,W,13-3,GF,0,3.0,0,1,0,1,0,
4 (1),Apr 14,CHW,@,SLB,L,1-2,GF,0,3.0,0,1,1,2,0,
10 (5),Apr 20,CHW,,CLE,L,1-2,GF,0, ,0,1,0,1,0,
28 (17),May 12,CHW,,PHA,L,0-3,GF,0, ,0,1,0,1,0,
29,May 15,CHW,,NYY,W,3-2,CG,0,9.0,2,0,0,2,0,
30,May 16,CHW,,NYY,W,7-0,CG,0,9.0,2,1,0,3,0,
31,May 17,CHW,,NYY,W,6-3,CG,0,9.0,0,5,1,6,0,
32,May 18,CHW,,NYY,W,5-3,CG,0,9.0,3,2,1,6,1,
33,May 19,CHW,,BOS,L,1-10,CG,0,8.0,2,2,1,5,0,
34,May 21,CHW,,BOS,L,9-10,CG,0,9.0,0,1,0,1,0,
35,May 22,CHW,,BOS,W,2-1,CG,0,9.0,3,2,0,5,0,
36,May 24,CHW,,CLE,L,3-4,CG,0,9.0,1,4,1,6,1,
37,May 25,CHW,,CLE,L,1-8,CG,0,9.0,1,2,0,3,0,
39 (1),May 28 (2),CHW,@,CLE,L,3-5,CG,0,8.0,3,4,0,7,0,
40,May 29,CHW,,DET,W,3-2,CG,0,10.0,3,5,0,8,0,
41,May 30 (1),CHW,,DET,L,2-3,GS,0, ,1,4,0,5,1,
57 (15),Jun 17,CHW,@,PHA,L,1-7,GF,0,1.0,0,1,0,1,0,
63 (5),Jun 23 (1),CHW,,SLB,L,1-3,GF,0, ,0,0,0,0,0,
64,Jun 23 (2),CHW,,SLB,W,4-3,GF,0, ,1,2,1,4,0,
67 (2),Jun 26,CHW,,CLE,W,7-5,CG,0,9.0,1,6,0,7,0,
68,Jun 27,CHW,,CLE,W,3-2,GF,0, ,1,5,0,6,0,
69,Jun 28,CHW,,CLE,L,2-3,CG,0,9.0,1,3,0,4,1,
78 (8),Jul 6 (1),CHW,@,CLE,L,2-6,GF,0,2.0,0,0,0,0,0,
79,Jul 6 (2),CHW,@,CLE,L,0-7,CG,0,8.0,0,3,0,3,0,
87 (7),Jul 15,CHW,,BOS,W,2-1,CG,0,10.0,4,3,0,7,0,
93 (5),Jul 19 (2),CHW,,PHA,L,1-3,GF,0, ,1,1,0,2,0,
94,Jul 20,CHW,,WSH,L,1-5,CG,0,9.0,1,3,0,4,0,
95,Jul 21,CHW,,WSH,L,1-2,CG,0,9.0,2,4,0,6,1,
100 (4),Jul 29 (1),CHW,@,BOS,L,0-2,GF,0,3.0,0,2,0,2,0,
101,Jul 29 (2),CHW,@,BOS,L,3-5,CG,0,8.0,2,4,0,6,1,
104 (2),Aug 2,CHW,@,NYY,W,4-1,CG,0,9.0,1,4,0,5,0,
105,Aug 4,CHW,@,WSH,W,5-3,CG,0,9.0,3,5,0,8,0,
106,Aug 5,CHW,@,WSH,W,4-2,CG,0,10.0,0,1,0,1,0,
107,Aug 6,CHW,@,WSH,L,2-11,CG,0,8.0,0,4,0,4,0,
108,Aug 7,CHW,@,WSH,W,11-4,CG,0,9.0,3,3,0,6,0,
109,Aug 8,CHW,@,PHA,W,4-1,CG,0,9.0,3,3,0,6,0,
110,Aug 9,CHW,@,PHA,W,1-0,CG,0,9.0,2,3,1,6,0,
111,Aug 11,CHW,@,PHA,L,5-8,CG,0,8.0,4,4,0,8,0,
112,Aug 12,CHW,@,PHA,W,4-2,CG,0,9.0,2,6,0,8,0,
113,Aug 14,CHW,,NYY,L,0-2,CG,0,9.0,0,3,0,3,0,
114,Aug 15,CHW,,NYY,W,3-2,CG,0,9.0,1,3,0,4,0,
115,Aug 16,CHW,,NYY,W,2-0,CG,0,9.0,1,5,1,7,1,
116,Aug 17,CHW,,NYY,L,2-3,CG,0,12.0,1,10,1,12,0,
117,Aug 18,CHW,,BOS,W,1-0,CG,0,9.0,2,4,0,6,0,
118,Aug 19,CHW,,BOS,W,5-1,CG,0,9.0,2,2,0,4,0,
119,Aug 20,CHW,,BOS,W,1-0,CG,0,9.0,2,3,0,5,0,
120,Aug 21,CHW,,PHA,L,1-7,CG,0,9.0,1,2,0,3,0,
121,Aug 22,CHW,,PHA,L,1-2,CG,0,9.0,2,2,0,4,0,
122,Aug 23,CHW,,PHA,W,7-4,CG,0,9.0,2,7,0,9,1,
123,Aug 24,CHW,,WSH,L,1-2,CG,0,9.0,6,2,0,8,0,
124,Aug 25,CHW,,WSH,W,5-2,CG,0,9.0,2,3,0,5,1,
125,Aug 26,CHW,,WSH,L,3-5,CG,0,9.0,3,4,0,7,1,
126,Aug 30,CHW,,DET,L,5-8,CG,0,9.0,2,4,0,6,0,
127,Aug 31,CHW,,DET,L,4-5,CG,0,9.0,4,6,0,10,2,
128,Sep 1 (1),CHW,@,CLE,L,2-6,CG,0,8.0,2,3,1,6,0,
129,Sep 1 (2),CHW,@,CLE,L,0-7,CG,0,8.0,2,3,1,6,0,
130,Sep 2 (1),CHW,@,CLE,W,3-1,GF,0,2.0,1,0,0,1,0,
135 (4),Sep 7,CHW,@,SLB,L,0-1,GF,0,2.0,0,0,0,0,0,
136,Sep 9,CHW,@,PHA,W,2-0,CG,0,9.0,0,3,0,3,1,
137,Sep 10,CHW,@,PHA,W,5-3,CG,0,10.0,0,7,0,7,1,
138,Sep 11,CHW,@,PHA,L,1-4,CG,0,8.0,2,6,0,8,0,
139,Sep 12,CHW,@,PHA,L,5-7,CG,0,8.0,1,3,0,4,1,
140,Sep 13,CHW,@,WSH,W,6-4,CG,0,9.0,3,6,1,10,0,
141,Sep 15,CHW,@,WSH,W,5-0,CG,0,9.0,3,2,0,5,1,
142,Sep 16,CHW,@,WSH,L,1-2,CG,0,8.2,2,3,0,5,0,
143,Sep 17 (1),CHW,@,NYY,W,9-3,CG,0,9.0,2,6,0,8,0,
