,date,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Open OU,Unnamed: 19,Close OU,Unnamed: 21,h_team,h_1st,h_2nd,h_3rd,h_4th,h_5th,h_6th,h_7th,h_8th,h_9th,h_final,h_ML,h_win,v_win,Past_10_v,Past_10_h,season,neutral,team1,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
10,2017404,404,917,V,DET,JVERLANDER-R,0,5,0,1,0,0,0,0,0,6,-125,-125,7.5,105,7.5,105,CWS,1,0,0,1,0,0,0,0,1,3,110,0,1,,,2017,0,CHW,1495.116667,1512.241636,0.509892674,0.490107326,1492.879011,1514.479291,1473.005435,1506.421193,Jose Quintana,Justin Verlander,56.13322956,62.2592147,28.14898658,46.62721664,0.463654817,0.536345183,1471.026481,1508.400147,3,6
11,2017404,404,913,V,SEA,HIWAKUMA-R,0,0,0,1,0,0,0,0,0,1,110,140,8.5,-105,8.5,-115,HOU,0,0,1,0,0,1,0,0,0,2,-125,1,0,,,2017,0,HOU,1517.951944,1515.302828,0.538276128,0.461723872,1519.185374,1514.069398,1546.737512,1527.576359,Lance McCullers Jr.,Hisashi Iwakuma,54.09582045,50.49210969,10.079728,1.56235622,0.573827711,0.426172289,1547.848321,1526.46555,2,1
12,2017404,404,911,V,CLE,CCARRASCO-R,1,2,0,0,0,0,1,0,0,4,-125,-168,9,100,9,-125,TEX,0,2,0,0,0,0,0,0,1,3,110,0,1,,,2017,0,TEX,1506.620428,1540.371537,0.485970709,0.514029291,1505.303847,1541.688118,1509.498855,1555.946762,Martin Perez,Carlos Carrasco,50.10916617,55.56259186,-7.37994861,10.8421687,0.441737004,0.558262996,1508.334245,1557.111372,3,4
13,2017405,405,959,V,COL,TCHATWOOD-R,0,0,0,0,0,0,0,0,1,1,-114,-128,9,-120,9,-110,MIL,0,0,0,3,0,1,0,2,0,6,104,1,0,,,2017,0,MIL,1488.467008,1491.097986,0.530713776,0.469286224,1491.210449,1488.354545,1472.051958,1483.134861,Wily Peralta,Tyler Chatwood,48.59925039,52.21580419,-4.222306513,5.892230235,0.50403312,0.49596688,1474.994486,1480.192333,6,1
14,2017405,405,971,V,CLE,DSALAZAR-R,0,0,0,2,1,1,0,0,5,9,108,-115,8.5,-120,8,-120,TEX,2,0,0,0,3,0,1,0,0,6,-118,0,1,,,2017,0,TEX,1505.303847,1541.688118,0.482185146,0.517814854,1503.298319,1543.693646,1508.334245,1557.111372,Cole Hamels,Danny Salazar,54.63511865,52.11792508,13.94817376,-5.800674639,0.492764232,0.507235768,1506.273003,1559.172615,6,9
15,2017405,405,967,V,NYY,MPINEDA-R,0,1,0,0,0,0,0,0,0,1,105,-135,7.5,-110,7.5,100,TAM,1,3,0,0,0,0,0,0,0,4,-115,1,0,,,2017,0,TBD,1495.399849,1515.078071,0.506219217,0.493780783,1497.619117,1512.858803,1507.052894,1506.918644,Alex Cobb,Michael Pineda,52.06544565,53.3204463,1.375158779,9.561313008,0.522935049,0.477064951,1509.177603,1504.793935,4,1
16,2017405,405,969,V,TOR,JHAPP-L,0,0,1,0,0,0,0,0,0,1,-111,107,9,100,8.5,-119,BAL,0,0,2,1,0,0,0,0,0,3,101,1,0,,,2017,0,BAL,1520.556027,1532.954247,0.516690101,0.483309899,1522.260225,1531.250049,1498.918215,1520.444181,Dylan Bundy,J.A. Happ,50.49665712,56.36392062,1.106859434,9.326087407,0.491732755,0.508267245,1500.733727,1518.62867,3,1
17,2017405,405,955,V,PHI,JEICKHOFF-R,0,0,0,0,0,0,0,0,0,0,101,-105,9,-105,8.5,-110,CIN,0,0,0,0,0,0,2,0,0,2,-111,1,0,,,2017,0,CIN,1478.409386,1464.599158,0.554199496,0.445800504,1479.994477,1463.014067,1464.749683,1460.758367,Brandon Finnegan,Jerad Eickhoff,50.51099635,53.84454503,7.018853923,14.86815204,0.528954263,0.471045737,1466.451521,1459.056528,2,0
18,2017405,405,957,V,ATL,BCOLON-R,0,0,0,0,0,0,1,0,0,3,175,180,7,100,7,-120,NYM,0,0,0,0,1,0,0,0,0,1,-200,0,1,,,2017,0,NYM,1516.559637,1476.603974,0.591013905,0.408986095,1514.289688,1478.873923,1527.969699,1472.764536,Jacob deGrom,Bartolo Colon,54.79362305,50.07250611,6.802468516,2.854160455,0.617433732,0.382566268,1525.569354,1475.164881,1,3
19,2017405,405,979,V,PIT,JTAILLON-R,0,0,0,0,0,0,0,0,0,0,176,145,8.5,105,7.5,-115,BOS,0,0,0,0,0,0,0,0,0,3,-201,1,0,,,2017,0,BOS,1539.517832,1496.595831,0.595134858,0.404865142,1541.142352,1494.971312,1537.761782,1501.380997,Chris Sale,Jameson Taillon,58.87107294,54.38355435,21.66882142,20.92392233,0.587070423,0.412929577,1539.430199,1499.712579,3,0
20,2017405,405,975,V,SEA,JPAXTON-L,0,0,0,0,2,0,0,0,0,3,-120,-103,9,-105,7.5,-115,HOU,0,0,0,0,0,0,2,0,0,5,110,1,0,,,2017,0,HOU,1519.185374,1514.069398,0.541803443,0.458196557,1520.805372,1512.4494,1547.848321,1526.46555,Charlie Morton,James Paxton,47.59748967,52.44537036,-21.05127367,10.91406336,0.519299646,0.480700354,1549.570756,1524.743115,5,3
21,2017406,406,919,V,TOR,MSTROMAN-R,0,0,4,0,0,0,1,0,0,5,-130,-139,7.5,-110,8,-105,TAM,0,0,0,0,0,0,1,0,1,2,115,0,1,,,2017,0,TBD,1497.619117,1531.250049,0.486143524,0.513856476,1495.443032,1533.426134,1509.177603,1518.62867,Blake Snell,Marcus Stroman,50.86362387,53.56995929,-4.512822843,-4.134339126,0.524625335,0.475374665,1506.783926,1521.022347,2,5
22,2017406,406,915,V,DET,MBOYD-L,0,1,0,0,0,0,0,1,0,2,-129,-113,8.5,-115,9,-105,CWS,0,2,3,4,0,1,1,0,0,11,114,1,0,,,2017,0,CHW,1492.879011,1514.479291,0.50345342,0.49654658,1497.027536,1510.330766,1471.026481,1508.400147,James Shields,Matthew Boyd,43.10153719,47.02713794,-32.0583324,-25.47867128,0.471316383,0.528683617,1475.512412,1503.914216,11,2
23,2017406,406,903,V,COL,ASENZATELA-R,0,0,1,0,0,0,0,0,1,2,-115,-107,9.5,100,9.5,100,MIL,0,0,0,0,0,0,1,0,0,1,105,0,1,,,2017,0,MIL,1491.210449,1488.354545,0.538571961,0.461428039,1489.670761,1489.894233,1474.994486,1480.192333,Chase Anderson,Antonio Senzatela,49.53815247,47.4,-0.610185801,-16.31066946,0.549490702,0.450509298,1473.416063,1481.770756,1,2
24,2017406,406,901,V,PHI,CBUCHHOLZ-R,1,0,3,0,0,0,0,0,0,4,-104,112,8.5,-120,9,105,CIN,0,1,0,3,0,1,2,0,0,7,-106,1,0,,,2017,0,CIN,1479.994477,1463.014067,0.558703566,0.441296434,1481.901712,1461.106833,1466.451521,1459.056528,Rookie Davis,Clay Buchholz,47.4,51.67227984,-9.176762999,4.178998839,0.525937238,0.474062762,1468.54355,1456.964499,7,4
25,2017406,406,921,V,SEA,AMIRANDA-L,0,0,1,0,0,1,0,0,2,4,135,142,8.5,-110,9,100,HOU,1,0,1,0,0,0,0,0,0,2,-150,0,1,,,2017,0,HOU,1520.805372,1512.4494,0.546429838,0.453570162,1518.78406,1514.470712,1549.570756,1524.743115,Joe Musgrove,Ariel Miranda,49.57145227,49.44423242,-11.88206037,-4.200513395,0.558938703,0.441061297,1547.491977,1526.821894,2,4
26,2017406,406,909,V,ATL,JGARCIA-L,0,0,0,0,1,0,1,0,0,2,155,125,7.5,100,7,-125,NYM,0,0,0,0,2,2,2,0,0,6,-175,1,0,,,2017,0,NYM,1514.289688,1478.873923,0.584682248,0.415317752,1516.348854,1476.814757,1525.569354,1475.164881,Matt Harvey,Jaime Garcia,51.64952629,46.75905479,-8.765455936,-13.41980434,0.611850919,0.388149081,1527.4472,1473.287035,6,2
27,2017407,407,951,V,ATL,MFOLTYNEWICZ-R,0,0,0,0,1,0,0,3,0,4,125,128,8,-105,8,-105,PIT,0,0,1,1,2,0,1,0,0,5,-140,1,0,,,2017,0,PIT,1494.971312,1476.814757,0.560372173,0.439627827,1496.174908,1475.611161,1499.712579,1473.287035,Ivan Nova,Mike Foltynewicz,51.59200416,48.64815055,6.761106538,-4.053775286,0.590021747,0.409978253,1500.809386,1472.190229,5,4
28,2017407,407,979,V,CLE,JTOMLIN-R,1,2,0,0,0,0,0,0,0,3,-140,-133,9.5,-110,10,-115,ARI,0,0,0,2,5,0,0,0,0,7,125,1,0,,,2017,0,ARI,1480.97288,1543.693646,0.444505904,0.555494096,1483.886633,1540.779893,1487.256695,1559.172615,Shelby Miller,Josh Tomlin,46.42948125,50.60112131,-7.60202671,-12.66934604,0.43958151,0.56041849,1490.202498,1556.226812,7,3
29,2017407,407,963,V,CIN,AGARRETT-L,0,0,0,0,0,1,0,0,1,2,145,147,8,-110,8,-110,STL,0,0,0,0,0,0,0,0,0,0,-165,0,1,,,2017,0,STL,1515.076174,1481.901712,0.581545892,0.418454108,1512.896461,1484.081425,1503.415887,1468.54355,Mike Leake,Amir Garrett,49.22095925,47.4,-8.340359153,-8.23093286,0.586694647,0.413305353,1501.211955,1470.747483,0,2
30,2017407,407,965,V,BOS,SWRIGHT-R,0,0,0,0,0,0,0,5,0,5,110,118,8,-120,8,-120,DET,1,0,0,0,0,1,2,2,0,6,-120,1,0,,,2017,0,DET,1510.330766,1541.142352,0.490198597,0.509801403,1511.728885,1539.744233,1503.914216,1539.430199,Michael Fulmer,Steven Wright,58.00984493,52.31848603,27.56159045,-10.305138,0.535574573,0.464425427,1505.156927,1538.187489,6,5
31,2017407,407,971,V,OAK,RALCANTARA-R,0,0,3,1,0,0,0,0,1,5,145,142,9.5,-110,10,-120,TEX,3,5,0,0,0,2,0,0,0,10,-165,1,0,,,2017,0,TEX,1503.298319,1485.415296,0.559984231,0.440015769,1505.710382,1483.003233,1506.273003,1487.057868,A.J. Griffin,Raul Alcantara,49.13114263,45.43370714,-12.00807406,-21.89999793,0.583991088,0.416008912,1508.512099,1484.818772,10,5
32,2017407,407,969,V,TOR,FLIRIANO-L,2,0,0,1,2,2,0,1,0,8,-125,-114,8,100,7.5,-118,TAM,5,1,0,0,0,3,0,1,0,10,110,1,0,,,2017,0,TBD,1495.443032,1533.426134,0.479887557,0.520112443,1497.389948,1531.479219,1506.783926,1521.022347,Matt Andriese,Francisco Liriano,50.09235219,50.68887472,-7.745810326,-17.90219766,0.528632896,0.471367104,1508.504182,1519.302091,10,8
33,2017407,407,977,V,SEA,YGALLARDO-R,0,0,0,0,0,1,0,0,0,1,110,115,8.5,-105,8.5,-105,LAA,1,0,1,0,0,1,2,0,0,5,-120,1,0,,,2017,0,ANA,1508.1315,1514.470712,0.525394049,0.474605951,1510.572941,1512.029271,1502.727216,1526.821894,Jesse Chavez,Yovani Gallardo,47.2391517,47.95176146,-16.40323599,-10.8171437,0.493569857,0.506430143,1505.376829,1524.172281,5,1
34,2017407,407,973,V,MIN,PHUGHES-R,0,0,0,1,0,1,1,0,0,3,110,101,8.5,-120,8.5,102,CWS,1,0,0,0,0,0,0,0,0,1,-120,0,1,,,2017,0,CHW,1497.027536,1478.482633,0.560922829,0.439077171,1494.978735,1480.531433,1475.512412,1483.542258,Derek Holland,Phil Hughes,49.42769242,47.55184774,-2.622268268,-5.308716454,0.529980756,0.470019244,1473.602659,1485.45201,1,3
35,2017407,407,967,V,NYY,LSEVERINO-R,1,0,2,0,2,0,0,0,0,5,110,-106,9,-110,8.5,105,BAL,1,0,0,0,3,0,2,0,0,6,-120,1,0,,,2017,0,BAL,1522.260225,1512.858803,0.547920967,0.452079033,1523.460481,1511.658547,1500.733727,1504.793935,Ubaldo Jimenez,Luis Severino,51.21642903,45.72050568,3.24981122,-25.39810522,0.573636284,0.426363716,1501.845199,1503.682463,6,5
36,2017408,408,901,V,CIN,BARROYO-R,0,0,0,1,0,0,0,2,1,4,160,180,8,-120,8.5,-105,STL,2,0,0,4,0,3,0,1,0,10,-180,1,0,,,2017,0,STL,1512.896461,1484.081425,0.575426847,0.424573153,1515.549302,1481.428583,1501.211955,1470.747483,Michael Wacha,Bronson Arroyo,48.3047904,49.65673134,-13.53140445,1.508657332,0.556494022,0.443505978,1504.021865,1467.937572,10,4
37,2017408,408,929,V,CLE,TBAUER-R,0,0,0,1,0,0,0,0,1,2,103,-110,9,-110,9.5,-105,ARI,0,0,0,0,1,4,0,6,0,11,-113,1,0,,,2017,0,ARI,1483.886633,1540.779893,0.452803719,0.547196281,1488.564435,1536.102091,1490.202498,1556.226812,Zack Greinke,Trevor Bauer,52.84624671,50.32308347,22.54669164,-13.33120208,0.491155513,0.508844487,1494.476858,1551.952451,11,2
38,2017408,408,905,V,ATL,RDICKEY-R,0,2,1,0,0,0,0,1,0,4,125,137,7.5,-120,8.5,-110,PIT,0,2,2,0,0,2,0,0,0,6,-140,1,0,,,2017,0,PIT,1496.174908,1475.611161,0.563782987,0.436217013,1497.737093,1474.048976,1500.809386,1472.190229,Chad Kuhl,R.A. Dickey,49.78922373,49.70561068,-2.201165168,1.39925827,0.570079254,0.429920746,1502.341886,1470.657728,6,4
39,2017408,408,927,V,SEA,FHERNANDEZ-R,2,0,0,0,0,0,1,1,0,4,-130,-126,8,-110,8,-105,LAA,0,1,1,0,1,0,2,0,0,5,115,1,0,,,2017,0,ANA,1510.572941,1512.029271,0.532397495,0.467602505,1511.845908,1510.756304,1505.376829,1524.172281,Ricky Nolasco,Felix Hernandez,51.59298165,50.20562321,3.357928139,0.307238582,0.511878007,0.488121993,1506.721207,1522.827903,5,4
40,2017408,408,923,V,OAK,KGRAVEMAN-R,0,0,0,0,0,1,1,3,1,6,155,150,8.5,-120,9,100,TEX,0,0,0,0,0,0,1,0,0,1,-175,0,1,,,2017,0,TEX,1505.710382,1483.003233,0.566814971,0.433185029,1502.390756,1486.322859,1508.512099,1484.818772,Yu Darvish,Kendall Graveman,58.00476997,51.56087096,30.39861416,8.485250193,0.598853027,0.401146973,1504.955613,1488.375258,1,6
41,2017408,408,921,V,NYY,MTANAKA-R,0,2,0,0,2,0,0,0,0,4,110,101,8,100,7.5,-115,BAL,0,0,0,1,2,0,2,0,0,5,-120,1,0,,,2017,0,BAL,1523.460481,1511.658547,0.551341529,0.448658471,1524.648956,1510.470072,1501.845199,1503.682463,Kevin Gausman,Masahiro Tanaka,54.5784325,55.73153402,19.91121086,21.88134078,0.52902682,0.47097318,1503.110385,1502.417277,5,4
42,2017408,408,925,V,TOR,ASANCHEZ-R,0,0,0,0,0,0,1,1,0,2,-104,110,7,-120,7.5,-118,TAM,0,0,0,0,1,0,0,1,0,3,-106,1,0,,,2017,0,TBD,1497.389948,1531.479219,0.485484453,0.514515547,1498.852057,1530.01711,1508.504182,1519.302091,Chris Archer,Aaron Sanchez,56.41815084,56.80959812,22.88796123,12.76057888,0.533523442,0.466476558,1509.796226,1518.010047,3,2
43,2017408,408,915,V,MIN,AMEJIA-L,0,0,0,0,0,2,0,0,0,2,110,108,8.5,-120,9,100,CWS,1,2,0,0,0,3,0,0,0,6,-120,1,0,,,2017,0,CHW,1494.978735,1480.531433,0.555105365,0.444894635,1497.18439,1478.325779,1473.602659,1485.45201,Miguel Gonzalez,Adalberto Mejia,53.09661327,47.4,14.14756047,-6.740026367,0.54740305,0.45259695,1475.858108,1483.196562,6,2
44,2017408,408,917,V,BOS,ERODRIGUEZ-L,0,1,0,0,0,0,0,0,0,1,110,108,9,-110,8.5,-110,DET,0,0,1,0,3,0,0,0,0,4,-125,1,0,,,2017,0,DET,1511.728885,1539.744233,0.494221708,0.505778292,1513.912043,1537.561075,1505.156927,1538.187489,Jordan Zimmermann,Eduardo Rodriguez,47.31540684,52.13016911,-23.4511194,-10.77197918,0.468797826,0.531202174,1507.477421,1535.866994,4,1
45,2017409,409,977,V,SEA,HIWAKUMA-R,1,0,3,0,3,0,1,1,0,9,110,113,8,-120,8.5,100,LAA,0,1,0,0,0,0,2,0,7,10,-120,1,0,,,2017,0,ANA,1511.845908,1510.756304,0.536044209,0.463955791,1513.10616,1509.496052,1506.721207,1522.827903,Matt Shoemaker,Hisashi Iwakuma,54.26051531,50.2931676,15.60705115,0.933595645,0.532430585,0.467569415,1507.994059,1521.555051,10,9
46,2017409,409,951,V,ATL,JTEHERAN-R,2,0,0,0,1,0,1,0,0,5,125,116,7,-120,7.5,-105,PIT,0,0,0,2,0,0,0,1,1,6,-140,1,0,,,2017,0,PIT,1497.737093,1474.048976,0.568200961,0.431799039,1498.912557,1472.873511,1502.341886,1470.657728,Gerrit Cole,Julio Teheran,50.75928148,55.48303137,2.795798875,29.40275713,0.541748029,0.458251971,1503.612213,1469.387401,6,5
47,2017409,409,957,V,CIN,SFELDMAN-R,0,1,0,0,1,4,1,0,1,8,185,161,8,100,8,-120,STL,0,0,0,0,0,0,0,0,0,0,-210,0,1,,,2017,0,STL,1515.549302,1481.428583,0.582870851,0.417129149,1510.822524,1486.155362,1504.021865,1467.937572,Carlos Martinez,Scott Feldman,56.83690258,48.67596203,25.8436534,-1.789050068,0.623619457,0.376380543,1498.869112,1473.090326,0,8
48,2017409,409,971,V,OAK,SMANAEA-L,0,0,0,0,0,0,0,1,0,1,110,-125,9.5,100,10,100,TEX,0,3,0,0,0,3,0,2,0,8,-125,1,0,,,2017,0,TEX,1502.390756,1486.322859,0.55740806,0.44259194,1505.390813,1483.322802,1504.955613,1488.375258,Martin Perez,Sean Manaea,50.1279468,54.23700382,-7.24942311,19.91805733,0.519293095,0.480706905,1508.292262,1485.038609,8,1
49,2017409,409,967,V,BOS,RPORCELLO-R,0,1,1,0,0,0,1,4,0,7,-140,102,8.5,-110,8.5,-110,DET,1,1,0,1,0,0,1,0,1,5,125,0,1,,,2017,0,DET,1513.912043,1537.561075,0.500505082,0.499494918,1512.168178,1539.304941,1507.477421,1535.866994,Daniel Norris,Rick Porcello,50.63229955,58.52205048,-8.500011946,19.98794383,0.452826157,0.547173843,1505.94222,1537.402196,5,7
50,2017409,409,965,V,TOR,MESTRADA-R,2,0,0,0,0,0,0,0,0,2,-115,-116,7.5,-115,8,-110,TAM,0,0,4,1,0,0,0,2,0,7,105,1,0,,,2017,0,TBD,1498.852057,1530.01711,0.489690121,0.510309879,1501.906721,1526.962446,1509.796226,1518.010047,Jake Odorizzi,Marco Estrada,53.42787079,57.92222145,8.145063157,17.45312416,0.509321681,0.490678319,1512.70433,1515.101943,7,2
51,2017409,409,969,V,NYY,CSABATHIA-L,0,0,0,0,0,2,0,1,4,7,-104,113,8.5,-115,8.5,-120,BAL,0,2,0,0,1,0,0,0,0,3,-106,0,1,,,2017,0,BAL,1524.648956,1510.470072,0.554723739,0.445276261,1521.733388,1513.38564,1503.110385,1502.417277,Wade Miley,CC Sabathia,48.94188758,53.87537664,-5.995247098,13.38176283,0.507649883,0.492350117,1500.498641,1505.029021,3,7
52,2017409,409,973,V,MIN,ESANTANA-R,0,0,1,0,0,0,1,2,0,4,110,120,8,-110,8,-115,CWS,0,0,0,0,0,0,0,1,0,1,-120,0,1,,,2017,0,CHW,1497.18439,1478.325779,0.561367539,0.438632461,1494.663202,1480.846967,1475.858108,1483.196562,Jose Quintana,Ervin Santana,54.72564976,55.50801775,21.7154375,31.90929386,0.509306678,0.490693322,1473.623661,1485.431009,1,4
53,2017409,409,979,V,CLE,CKLUBER-R,0,0,0,0,0,0,1,0,1,2,-160,-172,9.5,100,9.5,100,ARI,0,0,0,2,0,1,0,0,0,3,140,1,0,,,2017,0,ARI,1488.564435,1536.102091,0.466178316,0.533821684,1490.044873,1534.621653,1494.476858,1551.952451,Patrick Corbin,Corey Kluber,43.30342966,59.89908139,-23.30219435,31.86321077,0.375132906,0.624867094,1496.281539,1550.14777,3,2
54,2017410,410,913,V,BOS,CSALE-L,0,1,0,0,0,0,0,0,0,1,-105,-110,7.5,100,7.5,-110,DET,0,0,0,0,0,1,0,1,0,2,-105,1,0,,,2017,0,DET,1512.168178,1539.304941,0.495485958,0.504514042,1513.548208,1537.924911,1505.94222,1537.402196,Justin Verlander,Chris Sale,62.31118808,59.89246948,46.49474089,26.9701265,0.517355435,0.482644565,1507.247411,1536.097005,2,1
55,2017410,410,903,V,NYM,JDEGROM-R,0,0,0,1,0,0,1,2,0,4,-150,-147,7.5,-110,8,-105,PHI,2,0,0,0,0,0,0,0,1,3,135,0,1,,,2017,0,PHI,1467.984063,1510.498656,0.473380551,0.526619449,1466.684118,1511.798601,1463.615921,1521.864041,Jerad Eickhoff,Jacob deGrom,54.19648683,55.56239435,15.77405213,10.20463716,0.460815192,0.539184808,1462.360009,1523.119953,3,4
56,2017410,410,905,V,STL,AWAINWRIGHT-R,0,2,1,0,2,0,0,0,1,6,120,110,8,-115,8.5,-110,WAS,1,1,0,1,3,1,0,7,0,14,-135,1,0,,,2017,0,WSN,1520.359751,1510.822524,0.548114605,0.451885395,1523.823031,1507.359244,1537.361023,1498.869112,Tanner Roark,Adam Wainwright,54.29950835,50.41337771,3.957281965,-3.530082587,0.601068035,0.398931965,1540.294956,1495.935179,14,6
57,2017410,410,915,V,OAK,JCOTTON-R,0,0,0,2,0,0,0,0,0,2,120,107,8.5,100,8.5,-120,KAN,0,0,0,0,0,0,0,0,0,0,-135,0,1,,,2017,0,KCR,1501.475379,1483.322802,0.560366533,0.439633467,1499.482914,1485.315268,1474.422352,1485.038609,Ian Kennedy,Jharel Cotton,53.3896177,48.94694181,11.61065688,-5.058973449,0.542734019,0.457265981,1472.507243,1486.953719,0,2
58,2017410,410,917,V,HOU,CMORTON-R,0,0,0,0,0,0,0,0,0,0,115,123,8,100,7.5,105,SEA,0,0,0,0,3,2,1,0,0,6,-130,1,0,,,2017,0,SEA,1509.496052,1513.996714,0.528032377,0.471967623,1512.577869,1510.914897,1521.555051,1541.276816,James Paxton,Charlie Morton,53.40291061,47.93677014,15.19483467,-19.88640388,0.557474665,0.442525335,1524.390857,1538.441011,6,0
59,2017410,410,907,V,CIN,BFINNEGAN-L,3,2,0,0,1,0,0,1,0,7,130,128,8,-120,8.5,-120,PIT,0,0,1,0,0,0,0,0,0,1,-145,0,1,,,2017,0,PIT,1498.912557,1486.155362,0.552701379,0.447298621,1495.155145,1489.912775,1503.612213,1473.090326,Tyler Glasnow,Brandon Finnegan,47.02203238,52.11072565,-14.22259937,13.47782339,0.542171603,0.457828397,1499.943222,1476.759317,1,7
