,date,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Open OU,Unnamed: 18,Close OU,Unnamed: 20,h_team,h_1st,h_2nd,h_3rd,h_4th,h_5th,h_6th,h_7th,h_8th,h_9th,h_final,h_ML,h_win,v_win,Past_10_v,Past_10_h,season,neutral,team1,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
10,2011401,401,963,V,BOS,JLESTER-L,2,0,2,0,0,0,0,1,0,5,-118,-114,8.5,-120,8.5,-125,TEX,1,1,0,3,0,0,0,4,0,9,108,1,0,,,2011,0,TEX,1532.3,1530.393,0.537214223,0.462785777,1534.578,1528.115,1531.745,1527.34,C.J. Wilson,Jon Lester,54.089,58.441,8.883,33.2666,0.51096399,0.48903601,1534.188,1524.896,9,5
11,2011402,402,903,V,PIT,PMAHOLM-L,1,0,1,0,0,0,1,0,0,3,160,157,9,-105,8.5,-110,CUB,0,0,0,0,0,0,0,5,0,5,-180,1,0,,,2011,0,CHC,1486.146,1446.306,0.590852959,0.409147041,1487.587,1444.865,1488.977,1445.779,zambc001,Paul Maholm,53.69,44.979,0.247868941,-10.0627,0.609729467,0.390270533,1490.217,1444.539,5,3
12,2011402,402,909,V,HOU,WRODRIGEZ-L,0,0,0,1,0,2,0,1,0,4,225,210,7,-110,7,100,PHI,2,0,0,2,3,0,1,1,0,9,-255,1,0,,,2011,0,PHI,1549.235,1482.741,0.627364116,0.372635884,1551.263,1480.713,1547.417,1481.981,Cliff Lee,Wandy Rodriguez,61.934,55.859,40.1944,23.9559,0.647555495,0.352444505,1549.29,1480.107,9,4
13,2011402,402,901,V,ATL,THANSON-R,0,0,1,0,0,1,0,1,0,3,-154,-133,8,-120,7.5,-110,WAS,0,1,3,0,0,0,1,1,0,6,139,1,0,,,2011,0,WSN,1472.991,1521.292,0.465084968,0.534915032,1475.477,1518.806,1471.962,1521.668,John Lannan,Tommy Hanson,47.682,54.373,-2.0539,14.8755,0.438948873,0.561051127,1474.599,1519.031,6,3
14,2011402,402,917,V,MIN,FLIRIANO-L,0,0,0,1,0,0,0,0,0,1,-130,-115,8.5,100,8.5,-115,TOR,0,0,1,1,3,0,0,1,0,6,115,1,0,,,2011,0,TOR,1524.975,1519.779,0.5419178,0.4580822,1527.614,1517.141,1526.888,1519.923,drabk001,Francisco Liriano,47.638,54.107,0.834549759,17.9822,0.519874288,0.480125712,1529.858,1516.953,6,1
15,2011402,402,927,V,BAL,CTILLMAN-R,0,0,0,0,0,0,0,3,0,3,133,162,9,100,9,-125,TAM,0,0,0,0,0,0,0,1,0,1,-148,0,1,,,2011,0,TBD,1529.341,1489.44,0.590937844,0.409062156,1527.016,1491.765,1531.584,1488.885,James Shields,Chris Tillman,45.009,45.931,-26.3623,-21.0231,0.587397088,0.412602912,1529.276,1491.192,1,3
16,2011402,402,925,V,DET,BPENNY-R,0,0,1,0,2,0,0,2,1,6,130,164,9.5,100,9.5,-120,NYY,3,3,0,0,3,1,0,0,0,10,-145,1,0,,,2011,0,NYY,1539.722,1506.794,0.581200598,0.418799402,1541.781,1504.735,1537.413,1505.826,A.J. Burnett,Brad Penny,47.105,48.728,-14.2927,-7.6469,0.569969863,0.430030137,1539.546,1503.693,10,6
17,2011402,402,923,V,SEA,JVARGAS-L,0,0,0,0,0,1,1,0,3,5,175,150,7,-120,7,-120,OAK,0,0,1,0,0,0,0,1,0,2,-195,0,1,,,2011,0,OAK,1512.644,1470.725,0.593742919,0.406257081,1509.844,1473.525,1513.8,1471.301,Brett Anderson,Jason Vargas,53.688,48.726,11.045,-7.9665,0.620633508,0.379366492,1510.836,1474.265,2,5
18,2011402,402,929,V,BOS,JLACKEY-R,0,2,0,1,0,0,2,0,0,5,109,-105,9.5,100,9.5,-110,TEX,1,0,2,6,2,1,0,0,0,12,-119,1,0,,,2011,0,TEX,1534.578,1528.115,0.543727783,0.456272217,1537.723,1524.97,1534.188,1524.896,Colby Lewis,John Lackey,55.714,52.337,16.3231,5.3956,0.563295577,0.436704423,1537.159,1521.926,12,5
19,2011402,402,915,V,ARI,DHUDSON-R,0,0,0,0,0,0,0,0,1,1,134,140,8.5,-120,9,-110,COL,0,0,1,2,0,0,0,0,0,3,-149,1,0,,,2011,0,COL,1508.447,1480.733,0.573877651,0.426122349,1509.805,1479.376,1508.006,1481.741,Jorge de la Rosa,Daniel Hudson,55.763,54.847,16.0693,27.1895,0.556096732,0.443903268,1509.438,1480.309,3,1
20,2011402,402,911,V,NYM,JNIESE-L,0,0,0,1,0,1,0,0,1,6,152,123,8,-110,9,-105,MIA,2,0,0,0,0,0,0,0,1,4,-172,0,1,,,2011,0,FLA,1502.179,1489.866,0.552069147,0.447930853,1500.023,1492.022,1503.444,1492.639,Ricky Nolasco,Jon Niese,50.636,44.376,7.0312,-23.0535,0.592312916,0.407687084,1501.09,1494.992,4,6
21,2011402,402,913,V,MIL,SMARCUM-R,0,0,0,0,1,0,0,0,1,2,109,101,8.5,-115,8.5,-120,CIN,2,2,0,0,0,0,0,0,0,4,-119,1,0,,,2011,0,CIN,1515.082,1492.043,0.567283954,0.432716046,1516.635,1490.49,1516.149,1487.771,Travis Wood,Shaun Marcum,51.621,54.533,5.9878,28.2423,0.543242899,0.456757101,1517.816,1486.104,4,2
22,2011403,403,961,V,PIT,ROHLENDOR-R,0,1,1,0,1,0,0,0,2,5,175,145,12.5,-105,12.5,-120,CUB,0,0,0,2,1,1,0,0,0,4,-200,0,1,,,2011,0,CHC,1487.587,1444.865,0.594857423,0.405142577,1485.813,1446.639,1490.217,1444.539,Matt Garza,Ross Ohlendorf,51.904,50.825,9.1086,16.544,0.588628174,0.411371826,1488.467,1446.289,4,5
23,2011403,403,973,V,BAL,ZBRITTON-L,1,0,0,0,0,0,3,0,1,5,150,108,9.5,100,9,-110,TAM,0,0,1,0,0,0,0,0,0,1,-170,0,1,,,2011,0,TBD,1527.016,1491.765,0.584451915,0.415548085,1523.79,1494.99,1529.276,1491.192,Wade Davis,Zach Britton,50.311,47.4,-2.1479,-15.1105,0.606351854,0.393648146,1525.897,1494.572,1,5
24,2011403,403,953,V,MIL,RWOLF-L,1,0,1,0,0,1,0,0,0,3,120,110,8.5,-105,8.5,-125,CIN,0,2,0,4,1,4,1,0,0,12,-135,1,0,,,2011,0,CIN,1516.635,1490.49,0.571667514,0.428332486,1520.118,1487.006,1517.816,1486.104,Bronson Arroyo,Randy Wolf,53.769,51.394,15.0353,13.7851,0.581248517,0.418751483,1521.196,1482.724,12,3
25,2011403,403,951,V,NYM,RDICKEY-R,3,0,4,0,0,0,0,2,0,9,130,111,8,-110,8.5,-115,MIA,0,0,1,0,0,0,1,0,0,2,-145,0,1,,,2011,0,FLA,1500.023,1492.022,0.54592335,0.45407665,1495.927,1496.118,1501.09,1494.992,vazqj001,R.A. Dickey,47.512,50.211,0.22612191,3.6472,0.538315909,0.461684091,1497.174,1498.908,2,9
26,2011403,403,957,V,ATL,THUDSON-R,1,0,0,0,2,0,2,6,0,11,-160,-133,7.5,-110,7.5,-110,WAS,1,0,0,0,0,0,0,1,0,2,140,0,1,,,2011,0,WSN,1475.477,1518.806,0.472211996,0.527788004,1471.512,1522.771,1474.599,1519.031,Jordan Zimmermann,Tim Hudson,48.974,54.39,3.5814,15.8202,0.453121032,0.546878968,1470.839,1522.791,2,11
27,2011403,403,971,V,MIN,NBLACKBUR-R,0,0,1,0,2,0,0,0,1,4,120,112,9,-110,9.5,-115,TOR,0,0,0,1,0,1,0,0,1,3,-135,0,1,,,2011,0,TOR,1527.614,1517.141,0.54944847,0.45055153,1526.072,1518.683,1529.858,1516.953,cecib001,blacn001,48.188,47.931,0.834549759,0.062675021,0.554009832,0.445990168,1528.321,1518.49,3,4
28,2011403,403,979,V,SEA,DFISTER-R,0,1,0,0,0,0,0,0,0,1,165,144,7.5,-110,7.5,100,OAK,0,0,1,1,0,1,4,0,0,7,-185,1,0,,,2011,0,OAK,1509.844,1473.525,0.585944263,0.414055737,1512.442,1470.927,1510.836,1474.265,Gio Gonzalez,Doug Fister,52.575,47.757,5.546,-13.2916,0.612328993,0.387671007,1513.211,1471.89,7,1
29,2011403,403,967,V,DET,MSCHERZER-R,2,0,3,0,2,2,0,0,1,10,140,144,9,-115,9.5,-110,NYY,0,2,2,0,2,0,1,0,0,7,-155,0,1,,,2011,0,NYY,1541.781,1504.735,0.586959222,0.413040778,1539.078,1507.437,1539.546,1503.693,Phil Hughes,Max Scherzer,50.308,55.976,0.6486,27.73,0.547022751,0.452977249,1537.07,1506.169,7,10
30,2011403,403,977,V,BOS,CBUCHHOLZ-R,0,0,0,0,0,0,1,0,0,1,-140,-135,9.5,-105,10,-115,TEX,0,1,1,0,1,0,1,1,0,5,125,1,0,,,2011,0,TEX,1537.723,1524.97,0.552695408,0.447304592,1539.903,1522.79,1537.159,1521.926,Matt Harrison,Clay Buchholz,44.973,55.491,-34.1455,22.0806,0.475564445,0.524435555,1539.826,1519.259,5,1
31,2011403,403,955,V,HOU,BNORRIS-R,0,0,0,1,0,1,0,0,1,3,205,175,8,-105,8,-120,PHI,4,0,1,0,0,2,0,0,0,7,-230,1,0,,,2011,0,PHI,1551.263,1480.713,0.632805993,0.367194007,1553.018,1478.958,1549.29,1480.107,Roy Oswalt,Bud Norris,59.02,48.405,25.9675,-10.1426,0.67792908,0.32207092,1550.74,1478.657,7,3
32,2011404,404,909,V,MIN,SBAKER-R,0,0,0,2,1,0,0,0,0,3,133,145,10,-114,10,-120,NYY,2,2,0,0,0,0,0,0,0,4,-148,1,0,,,2011,0,NYY,1539.078,1518.683,0.563544078,0.436455922,1540.225,1517.536,1537.07,1518.49,Ivan Nova,Scott Baker,48.123,51.562,-8.5728,6.8291,0.542129105,0.457870895,1538.29,1517.27,4,3
33,2011404,404,911,V,SEA,EBEDARD-L,0,0,0,2,1,0,0,1,0,4,144,142,9,-107,9,-125,TEX,1,2,0,1,1,1,0,0,0,6,-159,1,0,,,2011,0,TEX,1539.903,1470.927,0.63069811,0.36930189,1541.053,1469.776,1539.826,1471.89,Derek Holland,Erik Bedard,48.823,56.14,-17.1315,26.2213,0.574417522,0.425582478,1541.223,1470.492,6,4
34,2011404,404,901,V,ATL,BBEACHY-R,0,0,0,0,0,0,0,2,0,2,-106,-103,8.5,-115,8.5,-120,MIL,0,0,1,0,0,0,0,0,0,1,-104,0,1,,,2011,0,MIL,1487.006,1522.771,0.483075272,0.516924728,1485.625,1524.153,1482.724,1522.791,Chris Narveson,Brandon Beachy,49.763,47.506,7.3978,-17.3289,0.513235403,0.486764597,1481.233,1524.282,1,2
35,2011404,404,905,V,PIT,CMORTON-R,0,0,0,0,0,4,0,0,0,4,144,131,9,-110,9,110,STL,0,1,0,0,0,0,0,2,0,3,-159,0,1,,,2011,0,STL,1505.218,1446.639,0.616652303,0.383347697,1503.401,1448.456,1504.426,1446.289,Kyle Lohse,Charlie Morton,41.94,41.441,-42.2483,-27.0438,0.597911609,0.402088391,1502.679,1448.036,3,4
36,2011404,404,903,V,ARI,JSAUNDERS-L,1,0,0,0,0,0,0,0,0,1,130,140,9,-115,9,-115,CUB,0,0,1,1,0,0,0,2,0,4,-145,1,0,,,2011,0,CHC,1485.813,1479.376,0.543690652,0.456309348,1487.833,1477.356,1488.467,1480.309,wellr001,Joe Saunders,49.588,46.203,0.247868941,-13.9308,0.567300348,0.432699652,1490.37,1478.405,4,1
37,2011404,404,907,V,DET,RPORCELLO-R,0,0,1,0,0,0,0,0,0,1,111,108,9.5,-115,10,-120,BAL,0,1,0,0,4,0,0,0,0,5,-121,1,0,,,2011,0,BAL,1494.99,1507.437,0.516619978,0.483380022,1497.475,1504.952,1494.572,1506.169,Jake Arrieta,Rick Porcello,47.625,49.565,-14.6452,-1.1139,0.496633496,0.503366504,1497.187,1503.554,5,1
38,2011405,405,955,V,NYM,CYOUNG-R,0,0,6,0,0,1,0,0,0,7,185,165,8.5,-105,8,-110,PHI,0,0,0,0,1,0,0,0,0,1,-210,0,1,,,2011,0,PHI,1553.018,1496.118,0.614364988,0.385635012,1548.714,1500.421,1550.74,1498.908,Cole Hamels,Chris Young,58.915,49.716,25.3142,0.9165,0.644490529,0.355509471,1546.155,1503.494,1,7
39,2011405,405,961,V,ATL,DLOWE-R,0,0,0,0,0,0,0,0,0,0,110,110,8,-105,8,-110,MIL,0,0,1,0,0,0,0,0,0,1,-120,1,0,,,2011,0,MIL,1485.625,1524.153,0.479104704,0.520895296,1487.143,1522.634,1481.233,1524.282,Yovani Gallardo,lowed001,50.836,52.191,11.5338,1.492853188,0.487039273,0.512960727,1482.736,1522.779,1,0
40,2011405,405,973,V,BOS,JBECKETT-R,0,1,0,0,0,0,0,0,0,1,-145,-163,9,-105,9,-110,CLE,0,0,0,2,1,0,0,0,0,3,130,1,0,,,2011,0,CLE,1481.33,1522.79,0.474894171,0.525105829,1483.248,1520.873,1483.54,1519.259,Josh Tomlin,Josh Beckett,48.591,49.737,0.705,-4.4979,0.495142697,0.504857303,1485.366,1517.434,3,1
41,2011405,405,971,V,OAK,BMCCARTHY-R,0,0,3,2,0,0,0,0,0,6,-115,-105,9,100,9,-105,TOR,0,0,0,1,0,4,0,0,0,7,105,1,0,,,2011,0,TOR,1526.072,1512.442,0.55394316,0.44605684,1527.257,1511.257,1528.321,1513.211,reyej003,Brandon McCarthy,43.635,51.218,0.834549759,-0.8366,0.564186363,0.435813637,1529.646,1511.886,7,6
42,2011405,405,963,V,PIT,JMCDONALD-R,2,0,0,0,0,0,0,0,0,2,142,128,8.5,-120,8,-115,STL,0,0,0,1,1,0,1,0,0,3,-157,1,0,,,2011,0,STL,1503.401,1448.456,0.611695302,0.388304698,1504.404,1447.453,1502.679,1448.036,mcclk001,James McDonald,47.4,48.996,-0.540604783,8.0182,0.599513169,0.400486831,1503.805,1446.91,3,2
43,2011405,405,951,V,ARI,BENRIGHT-R,0,0,1,0,0,0,3,0,1,5,118,120,9.5,100,9.5,100,CUB,0,2,2,0,0,0,2,0,0,6,-133,1,0,,,2011,0,CHC,1487.833,1477.356,0.54945417,0.45054583,1489.084,1476.105,1490.37,1478.405,Andrew Cashner,Barry Enright,47.4,46.499,-12.4691,-12.6007,0.55176108,0.44823892,1491.613,1477.163,6,5
44,2011405,405,975,V,SEA,MPINEDA-R,0,0,0,0,0,0,2,0,0,2,147,143,9,105,8.5,-120,TEX,0,1,0,0,0,2,0,0,0,3,-167,1,0,,,2011,0,TEX,1541.053,1469.776,0.633777877,0.366222123,1541.956,1468.874,1541.223,1470.492,Alexi Ogando,Michael Pineda,47.4,47.4,-23.9418,-14.3115,0.620077929,0.379922071,1542.173,1469.542,3,2
45,2011405,405,969,V,MIN,BDUENSING-L,0,0,0,0,0,0,0,4,0,5,179,195,9,100,8.5,-110,NYY,3,1,0,0,0,0,0,0,0,4,-204,0,1,,,2011,0,NYY,1540.225,1517.536,0.566789318,0.433210682,1538.63,1519.131,1538.29,1517.27,CC Sabathia,duenb001,56.463,50.317,30.3197,0.062675021,0.606668415,0.393331585,1536.559,1519,4,5
46,2011405,405,957,V,HOU,JHAPP-L,0,0,0,0,2,0,0,0,0,2,140,139,8.5,-125,8.5,-115,CIN,3,2,0,2,1,0,0,0,0,8,-160,1,0,,,2011,0,CIN,1520.118,1478.958,0.592688595,0.407311405,1522.666,1476.411,1521.196,1478.657,Mike Leake,J.A. Happ,45.978,50.561,-21.855,0.6251,0.566554175,0.433445825,1523.964,1475.889,8,2
47,2011406,406,903,V,ARI,AGALARRAG-R,0,0,2,0,3,0,0,1,0,6,153,140,8.5,-110,8.5,-105,CUB,0,0,0,2,0,0,1,1,0,4,-173,0,1,,,2011,0,CHC,1489.084,1476.105,0.553017014,0.446982986,1486.966,1478.224,1491.613,1477.163,Ryan Dempster,galaa002,49.623,46.283,-2.4722,0.129602152,0.551407406,0.448592594,1489.414,1479.362,4,6
48,2011406,406,909,V,NYM,MPELFREY-R,0,0,0,2,5,0,0,0,0,7,143,126,9.5,100,9.5,105,PHI,2,1,4,0,2,1,0,0,0,10,-158,1,0,,,2011,0,PHI,1548.714,1500.421,0.602562082,0.397437918,1550.397,1498.738,1546.155,1503.494,Joe Blanton,Mike Pelfrey,50.039,47.724,-15.1481,-8.8971,0.586071348,0.413928652,1547.934,1501.715,10,7
49,2011406,406,929,V,OAK,DBRADEN-L,0,0,0,2,1,0,0,0,0,3,-105,-108,8.5,-120,9,-115,TOR,1,0,0,3,0,0,0,1,0,5,-105,1,0,,,2011,0,TOR,1527.257,1511.257,0.557311634,0.442688366,1528.814,1509.701,1529.646,1511.886,litsj001,bradd002,49.964,53.171,0.834549759,0.556310455,0.560204379,0.439795621,1531.271,1510.262,5,3
50,2011406,406,915,V,ATL,MMINOR-L,1,0,0,0,0,3,0,0,0,4,-104,-107,9,-110,9,-105,MIL,2,0,0,1,2,0,0,0,0,5,-106,1,0,,,2011,0,MIL,1487.143,1522.634,0.483469149,0.516530851,1488.646,1521.132,1482.736,1522.779,Marco Estrada,Mike Minor,46.902,45.624,-8.5258,-27.3869,0.504055483,0.495944517,1484.165,1521.351,5,4
51,2011406,406,901,V,PIT,KCORREIA-R,0,0,0,1,1,0,0,0,1,3,183,165,7.5,-105,7.5,110,STL,0,0,0,0,0,0,0,0,1,1,-208,0,1,,,2011,0,STL,1504.404,1447.453,0.61443454,0.38556546,1502.021,1449.836,1503.805,1446.91,carpc002,Kevin Correia,54.86,44.628,-0.540604783,-12.6242,0.63070159,0.36929841,1501.205,1449.509,1,3
52,2011406,406,925,V,DET,VERLANDER-R,0,2,0,2,2,0,0,1,0,7,-135,-137,8.5,-115,8.5,100,BAL,0,0,0,2,0,1,0,0,0,3,120,0,1,,,2011,0,BAL,1497.475,1504.952,0.523760598,0.476239402,1494.728,1507.7,1497.187,1503.554,bergb002,Justin Verlander,49.661,59.738,0.17550975,47.4653,0.457423804,0.542576196,1494.924,1505.816,3,7
53,2011406,406,919,V,SEA,FHERNANDZ-R,0,1,0,0,1,1,0,0,0,3,120,107,8,-105,7.5,-110,TEX,0,3,0,0,0,0,1,3,0,7,-135,1,0,,,2011,0,TEX,1541.956,1468.874,0.63618616,0.36381384,1543.602,1467.228,1542.173,1469.542,C.J. Wilson,Felix Hernandez,54.204,63.243,7.4495,59.6242,0.563630869,0.436369131,1544.284,1467.431,7,3
54,2011406,406,911,V,HOU,NFIGUEROA-R,4,0,0,0,0,0,0,0,0,4,175,161,8.5,-120,8.5,-115,CIN,0,1,5,0,0,4,0,2,0,12,-195,1,0,,,2011,0,CIN,1522.666,1476.411,0.599749217,0.400250783,1525.622,1473.454,1523.964,1475.889,Edinson Volquez,figun001,50.256,48.327,-2.2419,0.324656637,0.598717155,0.401282845,1526.809,1473.044,12,4
55,2011406,406,927,V,BOS,DMATSUZAK-R,0,2,0,0,0,0,2,0,0,4,-148,-162,9,-120,9.5,100,CLE,2,1,0,0,0,4,0,1,0,8,133,1,0,,,2011,0,CLE,1483.248,1520.873,0.480402094,0.519597906,1485.959,1518.162,1485.366,1517.434,talbm001,Daisuke Matsuzaka,47.348,50.801,-1.47500142,0.7285,0.485222426,0.514777574,1488.088,1514.711,8,4
56,2011407,407,961,V,BOS,JLESTER-L,0,0,0,0,0,0,0,0,0,0,-162,-179,8.5,100,8,-105,CLE,0,0,0,0,0,0,0,1,0,1,142,1,0,,,2011,0,CLE,1485.959,1518.162,0.488197127,0.511802873,1487.364,1516.757,1488.088,1514.711,Fausto Carmona,Jon Lester,48.377,57.214,-1.504,31.7955,0.448486798,0.551513202,1489.63,1513.17,1,0
57,2011407,407,963,V,OAK,TCAHILL-R,0,0,0,0,0,0,0,2,0,2,112,106,8,-115,8,100,TOR,0,0,0,0,0,1,0,0,0,1,-122,0,1,,,2011,0,TOR,1528.814,1509.701,0.561728087,0.438271913,1527.229,1511.285,1531.271,1510.262,Ricky Romero,Trevor Cahill,52.308,53.308,6.7445,9.2731,0.560831377,0.439168623,1529.689,1511.844,1,2
58,2011407,407,969,V,DET,BPENNY-R,2,0,0,0,2,0,1,0,0,5,119,114,9.5,100,9,-115,BAL,0,2,0,0,0,2,5,0,0,9,-134,1,0,,,2011,0,BAL,1494.728,1507.7,0.51586524,0.48413476,1497.218,1505.21,1494.924,1505.816,Chris Tillman,Brad Penny,47.208,47.414,-16.3936,-11.2283,0.511428473,0.488571527,1497.443,1503.298,9,5
59,2011407,407,957,V,NYM,JNIESE-L,0,0,0,0,0,0,0,0,0,0,190,175,7.5,-105,7.5,-105,PHI,0,0,2,4,2,0,2,1,0,11,-215,1,0,,,2011,0,PHI,1550.397,1498.738,0.607192979,0.392807021,1553.914,1495.221,1547.934,1501.715,Roy Halladay,Jon Niese,61.49,45.39,40.0252,-18.2924,0.67697752,0.32302248,1550.592,1499.057,11,0
60,2011407,407,953,V,COL,EROGERS-R,2,0,0,1,0,2,2,0,0,7,-113,102,8.5,100,8,-115,PIT,1,0,0,0,0,0,0,0,0,1,103,0,1,,,2011,0,PIT,1449.836,1513.106,0.443725366,0.556274634,1446.964,1515.978,1449.509,1513.002,Paul Maholm,Esmil Rogers,46.007,46.27,-7.0735,-30.0659,0.477489941,0.522510059,1446.353,1516.158,1,7
61,2011407,407,951,V,HOU,BMYERS-R,1,0,0,1,0,0,0,0,1,3,118,121,8.5,-110,8,-110,CIN,0,1,0,0,0,0,1,0,0,2,-133,0,1,,,2011,0,CIN,1525.622,1473.454,0.607891602,0.392108398,1523.798,1475.279,1526.809,1473.044,lecus001,Brett Myers,45.907,54.092,-0.029432711,20.0032,0.58232722,0.41767278,1525.197,1474.656,2,3
62,2011407,407,965,V,MIN,FLIRIANO-L,0,0,0,2,0,0,1,0,0,3,125,128,9.5,-105,9.5,-105,NYY,0,0,1,3,0,0,0,0,0,4,-140,1,0,,,2011,0,NYY,1538.63,1519.131,0.562275044,0.437724956,1539.781,1517.98,1536.559,1519,A.J. Burnett,Francisco Liriano,47.375,52.925,-13.2775,13.4091,0.521390041,0.478609959,1537.85,1517.709,4,3
63,2011407,407,955,V,ATL,THANSON-R,0,2,0,0,0,0,0,0,0,2,-103,-112,8,-105,7.5,-115,MIL,2,1,0,0,0,0,1,0,0,4,-107,1,0,,,2011,0,MIL,1488.646,1521.132,0.487790092,0.512209908,1490.586,1519.192,1484.165,1521.351,Shaun Marcum,Tommy Hanson,53.916,53.296,24.6609,9.5645,0.502749259,0.497250741,1486.034,1519.481,4,2
64,2011408,408,909,V,PHI,CLEE-L,2,1,0,0,0,0,0,0,0,3,-128,-110,7,-110,7,105,ATL,0,3,0,3,0,0,0,0,0,6,113,1,0,,,2011,0,ATL,1519.192,1553.914,0.484574698,0.515425302,1521.526,1551.579,1519.481,1550.592,Tim Hudson,Cliff Lee,55.07,62.07,18.1937,41.8206,0.455869998,0.544130002,1521.978,1548.095,6,3
