60 (59),Jun 9,NYY,,PIT,W,9-3,GF,4,1.0,0,0,0,0,0,PR 3B
61,Jun 10,NYY,,PIT,W,13-6,GF,9,2.0,0,1,0,1,0,3B
78 (16),Jun 30,NYY,,OAK,L,0-7,GF,3,1.0,0,0,0,0,0,SS
106 (27),Jul 31,NYY,,CHW,W,16-3,GF,6,2.0,0,0,0,0,0,3B
