1,Apr 11,STL,,PIT,W,7-0,CG,0,9.0,2,0,0,2,0,
2,Apr 13,STL,,PIT,W,6-5,CG,0,10.0,5,1,0,6,0,
3,Apr 14,STL,,CHC,W,5-4,CG,0,12.0,9,5,0,14,2,
4,Apr 15,STL,,CHC,L,2-9,GS,0, ,5,4,0,9,2,
5,Apr 16,STL,,CHC,W,20-5,GS,0, ,2,1,0,3,0,
6,Apr 18,STL,@,PIT,L,3-4,CG,0,8.2,6,0,0,6,0,
7,Apr 20,STL,@,PIT,L,0-7,CG,0,8.0,2,1,0,3,0,
8,Apr 21,STL,@,CIN,L,1-7,CG,0,8.0,4,0,0,4,0,
9,Apr 22,STL,@,CIN,L,6-9,CG,0,8.0,6,1,0,7,0,
10,Apr 23,STL,@,CIN,L,1-4,CG,0,8.0,0,0,1,1,0,
11,Apr 25,STL,@,CHC,L,2-5,CG,0,8.0,4,0,1,5,0,
12,Apr 26,STL,@,CHC,W,10-8,GS,0, ,0,0,0,0,0,
14 (1),May 1,STL,,CIN,L,5-8,GF,0, ,1,0,0,1,0,
19 (4),May 7,STL,,NYG,L,2-6,CG,0,9.0,7,1,0,8,1,
20,May 8,STL,,NYG,L,8-11,CG,0,9.0,3,3,1,7,1,
23 (2),May 12,STL,,BSN,W,4-3,CG,0,9.0,3,0,0,3,0,
24,May 13,STL,,BSN,W,4-3,CG,0,11.0,6,3,0,9,0,
27 (2),May 16,STL,,BRO,W,5-4,GS,0, ,1,1,0,2,1,
37 (9),May 26,STL,,CIN,W,5-4,CG,0,12.0,2,2,0,4,0,
39 (1),May 28,STL,@,PIT,W,7-4,GF,0, ,3,0,0,3,0,
41 (1),May 30 (2),STL,@,PIT,L,7-9,CG,0,8.0,3,3,1,7,0,
52 (10),Jun 13,STL,@,BSN,L,4-6,CG,0,8.0,5,0,0,5,0,
53,Jun 14,STL,@,BRO,L,2-11,CG,0,8.0,7,5,0,12,0,
56 (2),Jun 18,STL,@,BRO,L,6-9,CG,0,8.0,5,1,0,6,0,
58 (1),Jun 20,STL,,CHC,W,4-3,GF,0,1.0,0,0,0,0,0,
62 (3),Jun 24,STL,,PIT,W,4-3,CG,0,9.0,2,1,1,4,0,
64 (1),Jun 25 (2),STL,,PIT,L,3-19,CG,0,9.0,4,1,0,5,0,
70 (5),Jul 1,STL,@,CIN,L,6-12,CG,0,8.0,4,1,0,5,0,
72 (1),Jul 4 (2),STL,,CHC,L,2-3,GF,0,1.0,0,1,0,1,0,
73,Jul 5,STL,,CHC,L,0-4,GF,0, ,0,0,0,0,0,
74,Jul 6,STL,,CHC,W,12-7,CG,0,9.0,3,0,0,3,0,
79 (4),Jul 11,STL,,BSN,W,9-6,CG,0,9.0,11,0,0,11,0,
82 (2),Jul 14 (2),STL,,NYG,W,4-2,CG,0,9.0,3,1,0,4,0,
86 (3),Jul 19,STL,,BRO,W,6-4,GF,0,1.0,0,0,0,0,0,
87,Jul 20,STL,,BRO,W,2-1,CG,0,9.0,2,1,0,3,0,
90 (2),Jul 23,STL,,PHI,L,8-10,CG,0,9.0,6,1,0,7,0,
93 (2),Jul 27 (2),STL,@,BSN,L,2-3,CG,0,8.0,2,1,0,3,0,
99 (5),Aug 3,STL,@,PHI,W,7-5,CG,0,9.0,5,0,0,5,0,
102 (2),Aug 7,STL,@,BRO,L,7-8,GS,0, ,2,1,0,3,0,
110 (7),Aug 17 (2),STL,,BSN,W,3-2,CG,0,10.0,5,1,0,6,0,
150 (39),Sep 30,STL,,CIN,W,6-4,GF,0,2.0,0,0,0,0,0,
