1,10,May 1,WSH,,NYY,L,7-9,11-GF(11),,99,0.2,1,0,0,0,0,0,0,0.00,3,0,3,0,1,0,,2,2,0,0,0,3,1,0,0,0,0,0,3.54,-0.345,-1.19,11t 12- 1 out tie,11t end d 2
2,11,May 2(1),WSH,,NYY,L,3-11,7-7,,0,0.2,0,0,0,2,1,0,0,0.00,4,1,0,0,0,0,,2,1,0,0,0,2,0,0,1,0,0,0,.33,-0.002,0.31, 7t -23 1 out d4, 7t 3 out d5
3,16,May 7,WSH,,BOS,L,2-3,9-GF,,4,0.1,0,0,0,1,0,0,0,0.00,2,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.93,0.022,0.29, 9t -2- 2 out d1, 9t end d 1
4,18,May 9(1),WSH,,BOS,W,3-2,8-9,,1,1.2,0,0,0,2,0,0,1,0.00,8,3,2,0,0,0,,3,1,0,0,0,5,0,0,0,0,0,1,4.26,0.073,0.87, 8t 123 1 out tie, 9t 3 out tie
