10 (9),May 1,WSH,,NYY,L,7-9,GF,3,0.2,0,0,0,0,0,P
11,May 2 (1),WSH,,NYY,L,3-11,,4,0.2,0,0,0,0,0,P
16 (4),May 7,WSH,,BOS,L,2-3,GF,2,0.1,0,0,0,0,0,P
18 (1),May 9 (1),WSH,,BOS,W,3-2,,8,1.2,1,0,0,1,0,P
