371,135,Sep 3,WSN,@,NYM,L,1-3,7-7,,99,0.1,0,0,0,0,0,0,0,0.00,1,7,4,2,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.21,0.005,0.10,,, 7b --- 2 out d2, 7b 3 out d2
372,136,Sep 4,WSN,@,NYM,L,1-5,8-GF(8),,0,0.1,0,0,0,0,0,0,0,0.00,1,4,3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.02,0.001,0.10,,, 8b --- 2 out d4, 8b end d 4
373,138,Sep 6,WSN,,ATL,W,9-7,5-5,,1,0.1,0,0,0,0,0,0,0,0.00,1,2,2,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.19,0.030,0.24,,, 5t --- 0 out tie, 5t --- 1 out tie
374,139,Sep 7,WSN,,ATL,W,5-4,3-3,,0,0.2,1,0,0,0,1,0,0,0.00,3,21,13,2,1,1,1,1,0,0,,1,1,0,0,0,3,1,0,0,0,0,0,1.34,-0.037,-0.31,,, 3t -2- 1 out a1, 3t 3 out tie
375,144,Sep 12,WSN,,NYM,W,8-1,6-6,,4,1.0,2,0,0,0,1,0,0,0.00,5,16,13,7,1,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.12,0.007,0.51,,, 6t --- 0 out a7, 6t 3 out a7
376,148,Sep 17,WSN,@,ATL,L,3-7,8-GF(8),,4,1.0,1,0,0,0,0,0,0,0.00,3,12,6,2,0,1,2,1,0,0,,0,0,0,1,0,3,1,0,0,0,0,0,.07,0.003,0.49,,, 8b --- 0 out d4, 8b end d 4
377,154,Sep 24,WSN,@,PIT,W,6-1,3-3,,6,0.1,0,0,0,0,0,0,0,0.00,1,3,3,1,1,0,1,1,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,3.49,0.088,0.76,,, 3b 123 2 out a2, 3b 3 out a2
378,155,Sep 25,WSN,@,PIT,W,10-7,7-7,,0,0.1,0,1,1,1,0,0,0,2.08,2,7,3,0,1,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.33,-0.002,-0.03,,, 7b --- 0 out tie, 7b 1-- 1 out tie
379,159,Sep 29,WSN,,ARI,W,5-3,5-5,,3,0.2,0,0,0,0,1,0,0,1.80,2,8,6,4,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.77,0.039,0.40,,, 5t --- 0 out a3, 5t --- 2 out a3
380,160,Sep 30,WSN,,MIA,L,4-7,7-7,,0,0.2,1,1,1,0,0,1,0,3.18,3,8,6,3,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.50,-0.113,-0.73,,, 7t --- 1 out d1, 7t 3 out d2
