26,17,Apr 22,TOR,@,LAA,L,4-5,7-GF(8),,99,1.2,1,0,0,0,0,0,0,0.00,4,12,8,3,0,3,1,0,0,0,,3,0,0,0,0,4,0,0,0,2,0,0,.25,0.032,2.09,3.15,5.00, 7b 123 1 out d4, 8b end d 2
27,35,May 11,TOR,,SEA,W,7-2,9-GF,,18,1.0,0,0,0,0,1,0,0,0.00,3,8,6,2,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,0.007,0.56,4.25,6.00, 9t --- 0 out a5, 9t end a 5
28,37,May 13,TOR,,SEA,W,7-2,9-9,,1,0.0,1,0,0,1,0,0,0,0.00,2,6,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,.27,-0.026,-1.02,-1.20,0.00, 9t --- 0 out a5, 9t 12- 0 out a5
29,39,May 15,TOR,,ATL,L,6-10,6-8,,1,2.1,3,2,2,1,4,1,1,3.60,12,40,27,6,10,0,6,0,1,0,,2,2,0,0,0,10,1,0,0,0,0,0,.21,-0.062,-1.56,6.25,13.00, 6t 1-3 0 out d3, 8t 1-- 1 out d6
30,54,Jun 1,TOR,,NYY,L,2-12,4-7,,16,3.0,2,2,0,1,4,0,0,2.25,13,48,33,4,15,6,2,0,0,0,,1,0,0,0,0,12,1,0,0,0,0,1,.06,0.005,-0.34,12.95,21.00, 4t 1-- 2 out d7, 7t 1-- 2 out d9
31,70,Jun 20,TOR,@,TEX,L,1-6,5-6,,18,0.2,0,0,0,0,1,0,0,2.08,2,8,6,0,3,1,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.21,0.011,0.73,3.50,5.00, 5b 12- 2 out d5, 6b --- 1 out d5
32,113,Aug 9,TOR,,NYY,L,5-11,5-5,,49,0.2,2,1,1,0,1,0,0,2.89,4,18,13,2,5,1,2,2,0,0,,2,2,0,0,0,4,2,0,0,0,0,0,1.22,-0.145,-1.53,,, 5t -23 1 out d1, 5t 3 out d4
33,116,Aug 12,TOR,,PIT,W,7-2,9-GF,,2,1.0,1,1,1,1,0,1,0,3.48,5,14,8,2,1,0,4,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.08,0.003,-0.45,,, 9t --- 0 out a6, 9t end a 5
34,117,Aug 13,TOR,,PIT,W,7-1,8-8,,0,0.1,0,0,0,2,0,0,0,3.38,3,14,5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.17,-0.007,-0.41,,, 8t --- 0 out a6, 8t 12- 1 out a6
35,131,Aug 28,TOR,,BOS,L,5-6,9-GF,,14,1.0,0,0,0,1,1,0,0,3.09,4,23,14,3,2,0,2,0,1,0,,0,0,1,0,0,3,0,0,0,0,0,0,.19,0.010,0.56,,, 9t --- 0 out d3, 9t end d 3
36,147,Sep 14,TOR,@,MIN,L,2-3,8-8,,16,0.0,0,0,0,1,0,0,0,3.09,1,5,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,.55,-0.020,-0.39,,, 8b --- 0 out d1, 8b 1-- 0 out d1
37,150,Sep 17,TOR,@,MIN,L,7-13,8-GF(8),,2,1.0,0,0,0,0,2,0,0,2.84,3,16,10,1,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,0.52,,, 8b --- 0 out d6, 8b end d 6
38,152,Sep 20,TOR,,KCR,L,5-15,9-GF,,2,1.0,1,0,0,0,1,0,0,2.63,4,14,11,3,3,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,0.56,,, 9t --- 0 out d11, 9t end d11
