1,137 (136),Sep 14,DET,,BOS,L,2-9,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,,,,PH
2,139 (1),Sep 16,DET,,NYY,L,4-6,2-3,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,.000,.000,.000,.000,9,1.36,-0.038,-0.52,PH
3,147 (7),Sep 24,DET,,CLE,W,7-6,0-0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,PR
