1,60,Jun 25(2),CLE,@,CHW,L,1-8,,,99,2.1,1,1,0,2,0,0,1,0.00,12,,,,,9,,,,,0,
2,80,Jul 13,CLE,@,WSH,L,11-15,,,17,2.1,2,0,0,1,0,0,0,0.00,12,,,,,11,,,,,0,
3,91,Jul 23,CLE,@,BOS,L,12-16,,,9,3.0,3,1,1,1,0,0,0,1.17,11,,,,,10,,,,,0,
4,101,Aug 2,CLE,,PHA,L,4-12,,,9,1.0,1,0,0,0,0,0,0,1.04,3,,,,,3,,,,,0,
