4,73,Jun 25,KCR,,HOU,L,5-13,9-GF,,99,1.0,1,0,0,0,1,0,0,0.00,4,16,10,2,1,1,2,1,1,0,,2,1,0,0,0,4,1,0,0,0,0,0,.00,0.000,0.87,,, 9t 1-3 0 out d7, 9t end d 8
5,99,Jul 26,KCR,,LAA,L,0-13,9-GF,,30,0.1,0,0,0,0,0,0,0,0.00,1,6,3,0,1,1,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,0.78,,, 9t 123 2 out d13, 9t end d13
