1,17,May 9,BRO,,CHC,L,2-11,6-8,,99,3.0,1,2,0,4,1,0,2,0.00,16,,1,0,0,10,1,0,0,1,0,1
2,21,May 13,BRO,,PIT,L,4-12,9-GF,,3,1.0,2,1,1,0,0,0,0,2.25,4,,0,0,0,3,0,1,0,1,1,0
