117 (116),Aug 9,SDP,@,NYM,L,4-5,CG,36,8.0,0,0,0,0,0,3B
118,Aug 10,SDP,@,NYM,W,9-5,GF,17,3.1,0,1,0,1,0,3B
119,Aug 11,SDP,@,NYM,W,3-2,CG,38,9.0,0,1,1,2,0,3B
121 (1),Aug 13,SDP,@,CIN,L,1-13,GF,20,5.0,2,0,0,2,0,LF
122,Aug 14,SDP,@,CIN,W,7-3,GS,26,7.0,0,0,0,0,0,LF
123,Aug 15,SDP,,NYM,L,4-5,GF,16,3.1,1,0,0,1,0,LF
128 (4),Aug 20,SDP,,FLA,W,14-1,GF,12,3.0,0,2,1,3,0,PH 3B
142 (13),Sep 6,SDP,,SFG,L,4-6,CG,40,9.0,1,0,0,1,0,3B
145 (2),Sep 9,SDP,@,ARI,L,2-3,CG,34,8.0,1,1,0,2,0,3B
146,Sep 10,SDP,@,ARI,L,5-6,GS,31,7.2,1,1,0,2,0,3B
147,Sep 11,SDP,@,ARI,W,7-6,GS,29,6.2,2,2,0,4,0,3B
148,Sep 12,SDP,@,SFG,L,3-8,CG,37,8.0,2,0,0,2,1,3B
149,Sep 13,SDP,@,SFG,L,2-3,CG,50,11.2,0,2,0,2,1,3B
150,Sep 14,SDP,@,SFG,L,1-3,CG,32,8.0,0,1,0,1,0,3B
151,Sep 16,SDP,,ARI,W,2-0,GS,21,6.0,0,2,0,2,0,3B
