249,5,Apr 30,BOS,@,WSH,W,6-1,CG,W(1-0),99,9.0,7,1,1,3,4,0,0,1.00,35,70,,,,32,0,0,,,0,
250,10,May 6,BOS,,WSH,W,2-0,SHO,W(2-0),5,9.0,3,0,0,1,2,0,0,0.50,30,82,,,,29,1,0,,,0,
251,14,May 16,BOS,@,CHW,L,4-7,CG,L(2-1),9,8.0,10,7,3,3,1,0,0,1.38,37,40,,,,32,1,2,,,0,
252,18,May 21,BOS,@,DET,L,5-6,GS-,,4,4.0,8,5,5,3,0,0,0,2.70,21,23,,,,18,,,,,0,
253,22,May 26,BOS,@,CLE,L,7-12,,,4,0.2,2,2,1,1,0,0,0,2.93,5,,,,,4,,,,,0,
254,29,Jun 3,BOS,@,WSH,W,4-3,CG,W(3-1),7,9.0,8,3,3,2,1,0,1,2.95,34,58,,,,30,1,0,,,0,
255,33,Jun 7,BOS,,DET,L,5-10,GS-,L(3-2),3,4.0,7,5,3,2,2,0,0,3.30,17,32,,,,15,,,,,0,
256,45,Jun 21,BOS,,SLB,T,3-3,,,13,1.0,0,0,0,0,0,0,0,3.22,3,,,,,3,,,,,0,
257,47,Jun 23,BOS,,WSH,L,3-12,GS-,L(3-3),1,2.0,4,2,2,0,0,0,0,3.47,8,40,,,,8,,,,,0,
258,48,Jun 24,BOS,,WSH,W,5-2,CG,W(4-3),0,9.0,7,2,0,0,3,0,0,2.91,32,72,,,,32,1,0,,,0,
259,57,Jul 1,BOS,@,PHA,L,4-7,GS-,,6,1.0,6,3,3,0,0,0,0,3.34,8,29,,,,8,,,,,0,
260,58,Jul 2,BOS,@,PHA,W,4-2,CG,W(5-3),0,9.0,5,2,2,3,2,1,0,3.15,35,68,,,,31,0,0,,,0,
261,61,Jul 4(2),BOS,,PHA,W,9-6,,W(6-3),1,1.0,0,0,0,0,1,0,0,3.10,3,,,,,3,,,,,0,
262,62,Jul 5(1),BOS,,PHA,L,3-5,,L(6-4),0,2.0,3,3,3,0,0,0,1,3.41,9,,,,,8,,,,,0,
263,68,Jul 10(2),BOS,@,SLB,L,3-4,GS-,,4,6.1,8,2,2,4,1,0,0,3.36,30,46,,,,26,,,,,0,
264,70,Jul 13,BOS,@,CHW,L,9-14,,,2,2.0,4,3,3,1,1,0,0,3.62,11,,,,,10,,,,,0,
265,75,Jul 18,BOS,@,CLE,W,8-7,GS-,W(7-4),4,8.1,7,7,5,7,3,0,0,3.80,39,41,,,,29,,,,,0,
266,85,Jul 29,BOS,,DET,L,8-10,,,10,3.0,3,2,2,1,1,0,1,3.87,14,,,,,12,,,,,0,
267,109,Aug 24,CLE,,PHA,W,2-1,CG,W(8-4),25,9.0,4,1,1,2,3,0,1,3.61,32,76,,,,28,0,0,,,0,
268,113,Aug 29,CLE,,CHW,L,2-3,GS-,L(8-5),4,8.2,8,3,3,6,4,0,0,3.57,37,54,,,,30,,,,,0,
269,118,Sep 2,CLE,@,SLB,W,4-3,CG,W(9-5),3,9.0,8,3,3,1,2,1,0,3.52,36,60,,,,35,2,0,,,0,
270,123,Sep 10(1),CLE,@,NYY,W,3-0,SHO,W(10-5),7,9.0,0,0,0,1,5,0,0,3.27,29,91,,,,28,0,0,,,0,
271,130,Sep 17,CLE,@,PHA,W,8-2,CG,W(11-5),6,9.0,7,2,1,2,2,0,0,3.11,35,67,,,,32,1,0,,,0,
272,135,Sep 21,CLE,@,WSH,W,8-4,GS-,W(12-5),3,8.0,6,4,2,7,8,0,1,3.06,40,59,,,,29,,,,,0,
