144 (143),Sep 13,STL,,PHI,L,0-2,CG,0,10.0,2,5,0,7,1,
145,Sep 14,STL,,BRO,W,7-6,CG,0,9.0,1,5,0,6,0,
146,Sep 19 (1),STL,,NYG,W,1-0,CG,0,10.0,0,5,1,6,0,
147,Sep 19 (2),STL,,NYG,L,0-2,CG,0,9.0,2,1,0,3,0,
148,Sep 21 (1),STL,,BSN,L,0-2,CG,0,9.0,1,1,0,2,0,
149,Sep 21 (2),STL,,BSN,L,1-8,CG,0,8.0,1,3,0,4,0,
150,Sep 22,STL,,BSN,L,1-5,CG,0,9.0,1,1,3,5,1,
151,Sep 27,STL,,PIT,L,3-4,CG,0,9.0,2,6,1,9,0,
152,Oct 4,STL,,CIN,W,11-2,GF,0, ,0,0,0,0,0,
153,Oct 5,STL,,CIN,W,4-1,CG,0,9.0,1,2,0,3,0,
