1,144 (143),Sep 13,STL,,PHI,L,0-2,GS-0,3,2,0,0,0,0,0,0,0,,1,0,1,,,,0,,.000,.000,.000,.000,7,SS
2,145,Sep 14,STL,,BRO,W,7-6,CG,5,5,2,2,1,0,0,0,0,,1,0,0,,,,0,,.286,.286,.429,.714,3,3B
3,146,Sep 19 (1),STL,,NYG,W,1-0,CG(10),4,3,0,1,0,0,0,0,0,,0,0,1,,,,1,,.300,.300,.400,.700,2,SS
4,147,Sep 19 (2),STL,,NYG,L,0-2,CG,4,3,0,0,0,0,0,0,1,,3,0,0,,,,0,,.231,.286,.308,.593,2,SS
5,148,Sep 21 (1),STL,,BSN,L,0-2,CG,4,4,0,1,0,0,0,0,0,,1,0,0,,,,0,,.235,.278,.294,.572,2,3B
6,149,Sep 21 (2),STL,,BSN,L,1-8,CG(8),4,3,1,0,0,0,0,0,1,,2,0,0,,,,0,,.200,.273,.250,.523,2,3B
7,150,Sep 22,STL,,BSN,L,1-5,CG,4,3,1,0,0,0,0,0,1,,0,0,0,,,,0,,.174,.269,.217,.487,6,SS
8,151,Sep 27,STL,,PIT,L,3-4,GS-0,3,2,0,0,0,0,0,1,1,,0,0,0,,,,0,,.160,.276,.200,.476,7,SS
9,152,Oct 4,STL,,CIN,W,11-2,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.154,.267,.192,.459,3,3B
10,153,Oct 5,STL,,CIN,W,4-1,CG,4,4,0,1,0,0,0,1,0,,2,0,0,,,,0,,.167,.265,.200,.465,3,3B
