332,1,Mar 28,CHC,@,TEX,W,12-4,CG,6,6,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.333,.333,.333,.667,1,.51,-0.064,0.00,10.00,12.70,CF
333,2,Mar 30,CHC,@,TEX,L,6-8,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.222,.300,.222,.522,9,.72,-0.050,-0.51,2.00,3.00,CF
334,3,Mar 31,CHC,@,TEX,L,10-11,CG,5,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.231,.286,.231,.516,8,1.49,-0.068,0.26,7.00,9.70,CF
335,4,Apr 1,CHC,@,ATL,L,0-8,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.222,.263,.222,.485,1,.41,-0.031,-1.23,3.00,3.00,CF
336,5,Apr 3,CHC,@,ATL,L,4-6,7-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.263,.300,.263,.563,8,.47,0.018,0.38,3.00,3.00,CF
337,6,Apr 4,CHC,@,ATL,L,4-9,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.208,.240,.208,.448,1,.47,-0.059,-1.49,0.00,0.00,CF
338,7,Apr 5,CHC,@,MIL,L,10-13,9-GF,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.240,.269,.240,.509,4,.39,0.024,1.62,7.00,9.70,PH
339,8,Apr 6,CHC,@,MIL,W,14-8,CG,5,5,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,.233,.258,.233,.491,6,.48,0.006,0.36,12.00,15.70,CF
340,9,Apr 7,CHC,@,MIL,L,2-4,6-GF,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.226,.273,.226,.499,9,.67,0.028,0.16,2.00,3.00,CF
341,10,Apr 8,CHC,,PIT,W,10-0,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.219,.265,.219,.483,7,.00,0.000,0.39,0.00,0.00,CF
342,11,Apr 10,CHC,,PIT,L,2-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.222,.263,.222,.485,8,1.22,0.013,0.29,3.00,3.00,CF
343,12,Apr 11,CHC,,PIT,W,2-0,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.222,.263,.222,.485,9,,,,0.00,0.00,CF
344,13,Apr 12,CHC,,LAA,W,5-1,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.250,.286,.250,.536,1,.47,-0.019,0.12,11.00,12.00,CF
345,14,Apr 13,CHC,,LAA,L,5-6,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.244,.279,.244,.523,9,.88,-0.025,-0.24,0.00,0.00,PH
346,15,Apr 15,CHC,@,MIA,W,7-2,CG,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.222,.271,.222,.493,8,.61,-0.039,-1.23,2.00,3.00,CF
347,16,Apr 16,CHC,@,MIA,W,4-0,CG,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,.213,.288,.213,.501,8,.84,-0.026,-0.16,4.00,6.00,CF
348,17,Apr 17,CHC,@,MIA,W,6-0,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.213,.288,.213,.501,9,,,,0.00,0.00,CF
349,18,Apr 19,CHC,,ARI,W,5-1,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.213,.288,.213,.501,9,,,,0.00,0.00,CF
350,20 (1),Apr 21,CHC,,ARI,W,2-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.196,.268,.196,.464,1,.83,-0.085,-0.82,0.00,0.00,CF
351,21,Apr 23,CHC,,LAD,W,7-2,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.192,.263,.192,.455,9,.07,-0.002,-0.80,0.00,0.00,CF
352,22,Apr 24,CHC,,LAD,W,7-6,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.182,.250,.182,.432,8,.60,-0.046,-0.46,0.00,0.00,CF
353,23,Apr 25,CHC,,LAD,L,1-2,7-GF,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,.196,.274,.250,.524,8,1.00,0.087,1.27,16.00,21.70,PH CF
354,24,Apr 26,CHC,@,ARI,L,3-8,CG,5,5,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.246,.313,.311,.625,1,.43,0.070,0.25,16.00,18.20,CF
355,26 (1),Apr 28,CHC,@,ARI,W,6-5,9-GF(15),4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.262,.324,.323,.647,9,3.14,-0.023,0.04,8.00,9.20,PH CF
356,27,Apr 30,CHC,@,SEA,W,6-5,CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,.261,.320,.319,.639,9,1.11,0.008,-0.09,5.00,6.50,CF
357,28,May 1,CHC,@,SEA,W,11-0,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.243,.300,.297,.597,1,.43,-0.062,-2.00,0.00,0.00,CF
358,29,May 3,CHC,,STL,W,4-0,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.243,.300,.297,.597,7,,,,0.00,0.00,CF
359,30,May 4,CHC,,STL,W,6-5,CG,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.234,.289,.286,.575,6,1.39,-0.106,-0.95,0.00,0.00,CF
360,31,May 5,CHC,,STL,W,13-5,CG,4,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,.247,.299,.321,.620,8,.31,-0.018,1.22,16.00,21.90,CF
361,32,May 6,CHC,,MIA,L,5-6,6-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.241,.292,.313,.605,9,1.00,-0.067,-1.00,0.00,0.00,PH CF
362,33,May 7,CHC,,MIA,W,5-2,CG,5,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.250,.298,.352,.650,1,1.81,-0.107,0.00,19.00,24.90,CF
363,34,May 8,CHC,,MIA,W,3-2,8-GF(11),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.244,.292,.344,.636,9,1.44,-0.079,-0.48,0.00,0.00,PH CF
364,35,May 9,CHC,,MIA,W,4-1,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.245,.290,.340,.630,6,.71,0.047,0.21,5.00,6.50,CF
365,36,May 10,CHC,,MIL,L,0-7,CG,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.245,.288,.347,.635,1,1.04,0.042,-0.18,5.00,6.00,CF
366,37,May 11,CHC,,MIL,W,2-1,GS-12,5,5,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.243,.284,.350,.634,8,2.49,-0.123,-0.41,7.00,9.50,CF
367,38,May 12,CHC,,MIL,W,4-1,CG,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.245,.286,.349,.635,8,.95,-0.069,-0.47,5.00,6.20,CF
368,39,May 14,CHC,@,CIN,W,3-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.245,.284,.345,.630,8,.53,-0.012,-0.35,5.00,6.20,CF
369,40,May 15,CHC,@,CIN,L,5-6,CG(10),4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.254,.292,.377,.669,6,1.02,0.045,0.66,19.00,24.90,CF
370,41,May 16,CHC,@,CIN,L,2-4,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.248,.285,.368,.652,8,.60,-0.045,-0.42,0.00,0.00,CF
371,42,May 17,CHC,@,WSN,W,14-6,CG,5,5,2,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,.254,.289,.393,.683,8,1.08,0.108,0.71,21.00,28.40,CF
372,43,May 18,CHC,@,WSN,L,2-5,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.252,.287,.390,.677,9,.77,-0.020,-0.24,0.00,0.00,PH
373,44,May 19,CHC,@,WSN,W,6-5,CG,4,3,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,.270,.308,.421,.729,8,.74,0.184,2.68,19.00,24.40,CF
374,45,May 20,CHC,,PHI,L,4-5,CG(10),5,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.277,.314,.423,.737,6,2.39,-0.054,-1.35,6.00,6.00,CF
375,46,May 21,CHC,,PHI,W,3-2,CG,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.276,.317,.418,.735,6,2.78,0.262,1.20,7.00,9.50,CF
376,47,May 22,CHC,,PHI,W,8-4,CG,4,4,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,.275,.315,.435,.750,6,1.80,0.237,2.33,20.00,29.20,CF
377,48,May 23,CHC,,PHI,L,7-9,GS-8,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.268,.307,.423,.729,6,1.54,-0.194,-1.95,0.00,0.00,CF
378,49,May 24,CHC,,CIN,L,5-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.260,.299,.411,.710,8,.79,-0.079,-1.28,0.00,0.00,CF
379,50,May 25,CHC,,CIN,W,8-6,CG,4,2,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,.264,.306,.432,.738,7,1.05,0.112,0.89,,,CF
