60 (59),Jun 4 (1),DET,,NYY,L,4-7,,17,4.1,0,0,0,0,0,P
139 (78),Sep 4,DET,@,CHW,W,8-3,,7,2.0,0,0,0,0,0,P
143 (3),Sep 9,DET,,STL,L,2-5,,4,1.0,0,0,0,0,0,P
146 (2),Sep 12,DET,,HOU,L,4-5,,8,2.1,1,0,0,1,0,P
148 (1),Sep 15,DET,@,CLE,L,0-15,,9,1.2,0,0,0,0,0,P
151 (2),Sep 18,DET,,MIN,L,3-5,,6,0.2,0,0,0,0,0,P
154 (2),Sep 21,DET,,KCR,L,3-4,,4,1.0,0,0,0,0,0,P
158 (3),Sep 26,DET,@,MIN,L,4-11,,7,1.0,0,0,0,0,0,P
162 (3),Sep 30,DET,@,MIL,L,0-11,,4,0.1,0,0,0,0,0,P
