1,129,Sep 6(1),DET,@,CHW,L,2-6,,,99,1.0,1,0,0,0,0,0,0,0.00,4,,,,,4,,,,,0,
2,130,Sep 6(2),DET,@,CHW,L,4-5,,L(0-1),-1,2.1,4,3,3,0,1,1,0,8.10,10,,,,,10,,,,,0,
3,138,Sep 14,DET,,NYY,L,3-13,,,7,1.0,1,2,0,2,1,0,0,6.23,7,,,,,5,,,,,0,
4,141,Sep 18,DET,,BOS,L,4-7,,,3,4.0,5,4,4,3,0,0,0,7.56,17,,,,,14,,,,,0,
5,145,Sep 21,DET,,WSH,W,12-11,,,2,2.1,2,0,0,0,1,0,0,5.91,8,,,,,8,,,,,0,
6,146,Sep 23(1),DET,,SLB,L,4-8,,,1,4.1,1,0,0,1,3,0,0,4.20,14,,,,,13,,,,,0,
7,149,Sep 25,DET,@,SLB,L,5-7,,,1,1.0,1,0,0,0,0,0,0,3.94,4,,,,,4,,,,,0,
8,153,Oct 1(2),DET,,CLE,L,3-10,,,5,1.0,2,1,1,0,1,0,0,4.24,5,,,,,4,,,,,0,
9,154,Oct 2,DET,,CLE,L,1-10,,,0,1.0,1,0,0,0,0,0,0,4.00,4,,,,,4,,,,,0,
