1,141 (140),Sep 10,STL,@,MLN,L,4-7,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.80,-0.020,-0.21,CF
2,142,Sep 11,STL,@,CHC,L,1-2,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,1.42,-0.110,-0.70,CF
3,143,Sep 12,STL,@,CHC,W,6-4,CG,4,4,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.125,.125,.125,.250,7,.95,0.122,1.34,CF LF
4,144,Sep 13,STL,@,CHC,L,0-8,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.091,.091,.091,.182,5,.35,-0.027,-0.53,CF
5,145,Sep 15,STL,,PHI,W,6-4,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.071,.133,.071,.205,5,1.14,-0.041,-0.94,CF RF
6,146,Sep 17,STL,,PIT,L,0-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.059,.111,.059,.170,8,.52,-0.040,-0.60,CF
7,147,Sep 19,STL,,CHC,W,2-1,CG,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,.143,.182,.190,.372,5,.91,0.036,0.31,CF LF
8,148,Sep 20,STL,,CHC,W,11-4,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.136,.174,.182,.356,6,.02,-0.001,-0.17,CF
9,149,Sep 21,STL,,CHC,L,3-12,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.136,.174,.182,.356,5,,,,RF
10,150,Sep 22,STL,,LAD,W,11-10,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.130,.167,.174,.341,9,.08,-0.002,-0.37,RF
