1,Apr 5,TEX,@,BAL,W,7-4,CG,36,9.0,2,0,0,2,0,RF
2,Apr 7,TEX,@,BAL,W,3-1,CG,44,11.0,4,0,0,4,0,RF
3,Apr 9,TEX,,BOS,W,3-1,CG,33,9.0,1,0,0,1,0,RF
4,Apr 10,TEX,,BOS,L,2-10,GS,41,8.0,1,0,0,1,0,RF
5,Apr 11,TEX,,BOS,W,4-1,CG,35,9.0,0,0,0,0,0,RF
6,Apr 12,TEX,,BAL,W,6-3,CG,38,9.0,1,0,0,1,0,RF
7,Apr 13,TEX,,BAL,W,8-3,CG,33,9.0,1,0,0,1,0,RF
8,Apr 14,TEX,,BAL,L,5-6,CG,41,9.0,0,0,0,0,0,RF
9,Apr 16,TEX,@,NYY,L,3-5,CG,36,8.0,1,0,0,1,0,RF
11 (1),Apr 18,TEX,@,NYY,W,12-2,CG,34,9.0,2,0,0,2,0,RF
12,Apr 20,TEX,@,DET,L,1-3,CG,33,8.0,1,0,0,1,0,RF
13,Apr 21,TEX,@,DET,L,4-5,CG,35,8.0,2,0,0,2,0,RF
14,Apr 23,TEX,@,MIL,L,0-3,CG,33,8.0,0,0,1,1,0,RF
15,Apr 24,TEX,@,MIL,W,15-4,CG,37,9.0,1,0,0,1,0,RF
16,Apr 25,TEX,@,MIL,W,6-1,CG,31,9.0,6,0,0,6,0,RF
17,Apr 26,TEX,@,TOR,L,6-8,CG,40,8.0,3,0,0,3,0,RF
18,Apr 27,TEX,@,TOR,L,3-4,CG,39,8.0,2,0,0,2,0,RF
19,Apr 28,TEX,,DET,W,6-5,CG,45,11.0,0,0,0,0,0,RF
20,Apr 29,TEX,,DET,L,1-3,CG,40,9.0,2,0,1,3,0,RF
21,Apr 30,TEX,,MIL,L,4-5,CG,36,9.0,3,0,0,3,0,RF
22,May 1,TEX,,MIL,L,3-4,CG,43,12.0,6,0,0,6,0,RF
23,May 2,TEX,,MIL,W,13-2,GS,31,8.0,1,0,0,1,0,RF
24,May 3,TEX,,MIL,W,9-2,CG,32,9.0,2,0,0,2,0,RF
25,May 4,TEX,,TOR,W,3-2,CG,35,9.0,2,0,0,2,0,RF
26,May 5,TEX,,TOR,W,7-1,CG,33,9.0,1,0,0,1,0,RF
27,May 7,TEX,@,KCR,L,4-9,CG,42,8.0,4,0,0,4,0,RF
28,May 9,TEX,@,KCR,W,2-1,CG,33,9.0,5,0,1,6,0,RF
29,May 10,TEX,@,OAK,W,7-4,CG,37,9.0,3,0,0,3,0,RF
30,May 11,TEX,@,OAK,L,0-6,CG,39,8.0,2,1,0,3,0,RF
31,May 12,TEX,@,OAK,L,7-8,CG,43,8.2,1,0,0,1,0,RF
32,May 13,TEX,@,OAK,W,9-5,CG,46,9.0,5,1,0,6,1,RF
33,May 14,TEX,,CHW,L,0-4,CG,35,9.0,2,0,0,2,0,RF
34,May 15,TEX,,CHW,W,6-4,CG,44,11.0,1,0,0,1,0,RF
35,May 16,TEX,,CHW,L,8-15,CG,48,9.0,2,0,0,2,0,RF
36,May 17,TEX,,SEA,L,9-16,CG,51,9.0,2,1,0,3,1,RF
37,May 18,TEX,,SEA,W,3-2,CG,37,9.0,4,1,0,5,0,RF
38,May 19,TEX,,SEA,W,4-3,CG,37,9.0,0,0,0,0,0,RF
39,May 20,TEX,,SEA,L,4-7,CG,38,9.0,1,0,0,1,0,RF
40,May 21,TEX,,CAL,W,6-4,CG,43,10.0,2,0,0,2,0,RF
42 (1),May 23,TEX,,CAL,L,2-6,CG,39,9.0,4,0,0,4,0,RF
43,May 24,TEX,@,CLE,L,1-4,CG,33,8.0,0,0,0,0,0,RF
44,May 25,TEX,@,CLE,W,5-1,CG,37,9.0,0,0,0,0,0,RF
45,May 26,TEX,@,CLE,L,6-7,CG,38,8.0,3,0,0,3,0,RF
47 (1),May 29,TEX,@,BOS,L,1-15,GF,8,1.0,0,0,0,0,0,DH P
57 (9),Jun 10,TEX,,MIN,L,5-6,GF,4,1.0,0,0,0,0,0,PH RF
58,Jun 11,TEX,,CLE,L,3-8,CG,42,9.0,2,0,0,2,0,RF
59,Jun 12,TEX,,CLE,L,9-10,CG,44,9.0,3,0,0,3,0,RF
60,Jun 13,TEX,,CLE,W,5-1,GS,29,8.0,0,0,0,0,0,RF
65 (4),Jun 18,TEX,@,SEA,L,2-3,CG,33,8.0,3,0,0,3,0,RF
66,Jun 19,TEX,@,SEA,L,5-6,CG,38,8.0,2,0,0,2,0,RF
