64 (63),Jun 10,OAK,@,DET,L,4-6,CG,34,8.0,5,5,1,11,3,2B
65,Jun 11,OAK,@,DET,L,2-4,CG,35,8.0,2,1,0,3,3,2B
66,Jun 12,OAK,,LAD,W,5-4,CG,37,9.0,4,5,0,9,1,2B
67,Jun 13,OAK,,LAD,L,4-6,CG,43,9.0,7,3,0,10,1,2B
68,Jun 14,OAK,,COL,L,1-7,CG,42,9.0,2,3,0,5,0,2B
69,Jun 15,OAK,,COL,W,5-2,CG,38,9.0,1,4,0,5,1,2B
70,Jun 17,OAK,@,SDP,W,10-3,CG,38,9.0,2,4,1,7,0,2B
71,Jun 18,OAK,@,SDP,W,11-9,CG,41,9.0,3,2,0,5,0,2B
72,Jun 19,OAK,@,ANA,L,3-4,CG,42,8.1,2,2,0,4,1,2B
73,Jun 20,OAK,@,ANA,L,2-5,CG,33,8.0,1,6,0,7,1,2B
74,Jun 21,OAK,@,ANA,L,3-5,CG,36,8.0,0,3,1,4,0,2B
75,Jun 22,OAK,@,ANA,L,6-7,CG,38,8.0,3,3,0,6,1,2B
76,Jun 23,OAK,@,SEA,L,5-6,CG,38,8.0,3,5,0,8,1,2B
77,Jun 24,OAK,@,SEA,W,4-1,CG,34,9.0,2,4,0,6,1,2B
83 (5),Jun 30,OAK,,SDP,L,6-15,GF,12,3.0,0,3,0,3,1,3B SS
89 (5),Jul 6,OAK,@,TEX,W,9-8,GS,27,5.0,1,1,0,2,1,2B
91 (1),Jul 11,OAK,,ANA,L,4-14,GF,21,4.0,1,4,1,6,1,2B
93 (1),Jul 13,OAK,,ANA,L,3-5,CG,42,9.0,1,2,0,3,0,3B
95 (1),Jul 15,OAK,,SEA,W,8-5,GS,29,7.0,2,2,0,4,0,2B
97 (1),Jul 17,OAK,,KCR,W,11-3,CG,33,9.0,3,1,0,4,0,3B
98,Jul 18,OAK,,MIN,L,3-7,CG,39,9.0,2,3,0,5,0,3B
99,Jul 19,OAK,,MIN,L,6-7,CG,39,9.0,1,4,0,5,1,3B
100,Jul 20,OAK,,MIN,L,0-1,CG,34,9.0,0,3,0,3,0,3B
104 (3),Jul 25,OAK,@,CLE,W,2-1,GF,6,2.0,0,1,0,1,0,PH 3B
105,Jul 26,OAK,@,CLE,L,3-6,CG,37,8.0,1,4,0,5,1,3B
106,Jul 27,OAK,@,CLE,L,2-4,CG,39,8.0,1,0,0,1,0,3B
109 (2),Jul 30,OAK,@,NYY,L,0-7,CG,39,8.0,0,3,0,3,0,3B
116 (6),Aug 7,OAK,,MIL,W,5-4,GS,30,8.0,0,5,1,6,0,3B
117,Aug 9,OAK,,MIL,W,3-2,GS,30,8.0,0,2,0,2,0,3B
118,Aug 10 (1),OAK,,MIL,W,4-3,CG,40,9.0,4,3,0,7,0,3B
119,Aug 10 (2),OAK,,MIL,L,5-9,CG,45,9.0,2,0,0,2,0,3B
120,Aug 12,OAK,@,BAL,L,0-8,CG,39,8.0,0,1,0,1,1,3B
121,Aug 13,OAK,@,BAL,W,4-2,GS,33,8.0,2,1,0,3,0,3B
122,Aug 14,OAK,@,CHW,W,12-5,GS,33,7.0,1,1,0,2,0,3B
123,Aug 15,OAK,@,CHW,W,11-6,GS,24,6.0,0,1,0,1,0,3B
124,Aug 16,OAK,@,MIL,L,5-6,CG,39,8.2,0,1,0,1,0,3B
125,Aug 17,OAK,@,MIL,L,2-5,CG,38,8.0,0,0,0,0,0,3B
126,Aug 20 (1),OAK,,BOS,L,5-7,CG,39,9.0,2,2,1,5,3,3B
127,Aug 20 (2),OAK,,BOS,L,4-5,CG,59,13.0,2,0,0,2,0,3B
128,Aug 21,OAK,,BOS,W,13-6,CG,38,9.0,1,2,0,3,0,3B
129,Aug 22,OAK,,CLE,L,3-5,CG,44,9.0,2,2,0,4,0,3B
130,Aug 23,OAK,,CLE,L,4-7,CG,44,9.0,0,2,0,2,0,3B
131,Aug 24,OAK,,CLE,W,4-1,GS,29,7.0,1,2,0,3,0,3B
132,Aug 26,OAK,,NYY,L,2-18,CG,53,9.0,1,1,0,2,0,3B
133,Aug 27,OAK,,NYY,W,8-7,CG,44,9.0,0,3,0,3,1,3B
134,Aug 28,OAK,@,LAD,L,1-7,CG,38,8.0,0,1,0,1,0,3B
135,Aug 29,OAK,@,LAD,L,4-5,GS,33,9.0,2,3,0,5,0,3B
136,Aug 30,OAK,@,COL,L,3-4,CG,37,8.1,0,2,0,2,0,3B
137,Aug 31,OAK,@,COL,L,4-10,CG,41,8.0,0,3,1,4,0,3B
140 (2),Sep 4,OAK,@,KCR,L,6-7,GF,8,1.1,0,0,0,0,0,PH 3B
142 (1),Sep 6,OAK,@,KCR,W,9-3,GS,29,6.0,0,2,0,2,0,3B
144 (1),Sep 8,OAK,@,MIN,L,2-7,CG,42,8.0,0,0,0,0,0,3B
145,Sep 9,OAK,@,MIN,W,5-1,GS,24,6.0,0,1,0,1,0,3B
146,Sep 10,OAK,,TOR,W,3-2,GS,22,7.0,0,2,0,2,0,3B
147,Sep 11,OAK,,TOR,W,8-7,CG,41,9.0,0,1,1,2,0,3B
148,Sep 12,OAK,,DET,L,2-7,CG,44,9.0,1,1,1,3,0,3B
158 (9),Sep 23,OAK,,TEX,L,6-14,CG,47,9.0,1,0,0,1,0,3B
