9,139,Sep 9,SFG,,STL,L,4-9,6-6,,99,1.0,2,2,2,1,0,1,0,18.00,6,25,13,2,0,1,4,1,2,0,,3,3,0,0,0,5,0,0,0,0,0,0,.53,-0.089,-2.69, 6t 123 0 out d2, 6t 3 out d7
10,144,Sep 14,SFG,,CHC,L,1-8,9-GF,,4,1.0,1,0,0,0,1,0,0,9.00,4,17,11,3,2,2,1,0,1,0,,1,1,0,0,0,4,0,0,0,0,0,0,.01,0.000,0.10, 9t -2- 0 out d6, 9t end d 7
