14 (13),Apr 26,MON,,HOU,L,0-2,,16,4.0,1,0,0,1,0,C
15,Apr 27,MON,,HOU,L,2-4,CG,38,9.0,8,0,1,9,0,C
16,Apr 29,MON,,CIN,W,9-6,CG,43,9.0,6,0,0,6,0,C
17,Apr 30,MON,,CIN,L,3-4,GS,33,8.0,6,1,1,8,0,C
18,May 1 (1),MON,,CIN,W,5-4,GS,38,8.0,7,0,0,7,0,C
