25 (24),May 17,WSH,,SLB,L,1-2,CG,0,9.0,1,0,0,1,0,
38 (12),Jun 1,WSH,@,NYY,L,7-14,GF,0, ,1,0,0,1,0,
45 (6),Jun 10,WSH,@,SLB,L,1-15,GF,0, ,1,0,0,1,0,
46,Jun 11,WSH,@,SLB,L,7-8,GS,0, ,0,0,0,0,0,
47,Jun 12,WSH,@,CHW,L,8-9,GS,0, ,1,0,0,1,0,
49 (1),Jun 15,WSH,@,CHW,L,5-9,GF,0, ,1,0,0,1,0,
50,Jun 18,WSH,@,CLE,L,2-9,GF,0, ,0,0,0,0,0,
51,Jun 19,WSH,@,CLE,W,5-1,GF,0, ,1,0,0,1,0,
