3,17,May 6,BOS,,NYY,L,0-11,,,99,3.0,3,3,0,1,0,0,0,0.00,14,,,,,13,,,,,,
4,49,Jun 16,BOS,@,DET,L,3-12,,,40,2.0,4,3,0,1,0,0,0,0.00,8,,,,,7,,,,,,
