1,81,Jul 26(1),PIT,@,PHI,L,1-7,,,99,1.0,1,0,0,0,1,0,0,0.00,4,,,,,4,,,,,0,
2,86,Jul 29(2),PIT,@,NYG,L,0-5,,,2,1.0,3,1,1,0,0,0,0,4.50,6,,,,,6,,,,,0,
3,88,Jul 31(2),PIT,@,NYG,L,0-7,,,1,1.0,0,0,0,0,1,0,0,3.00,3,,,,,3,,,,,0,
4,115,Aug 28(2),PIT,,BSN,L,2-8,,,27,3.2,3,1,0,3,2,0,0,1.35,18,,,,,14,,,,,0,
5,123,Sep 2(2),PIT,,CIN,L,2-7,,,4,1.0,1,1,0,1,1,0,0,1.17,5,,,,,4,,,,,0,
