1,66 (65),Jun 10,SFG,,SEA,L,1-4,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.82,-0.023,-0.22,PH
2,71 (4),Jun 16,SFG,,COL,W,5-3,GS-7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,5,1.09,-0.012,-0.27,1B
