19,1,Apr 8,HOU,,SFG,L,3-8,GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,.89,-0.066,-0.64,LF
20,2,Apr 9,HOU,,SFG,L,1-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.000,.000,.000,.000,1,2.39,-0.163,-1.14,LF
21,3,Apr 10,HOU,,SFG,W,4-0,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,8,.61,-0.045,-0.50,LF
22,4,Apr 11,HOU,,ATL,W,2-1,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.071,.071,.071,.143,2,.86,-0.087,-0.65,LF
23,5,Apr 12,HOU,,ATL,W,4-3,GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.056,.056,.056,.111,2,.96,-0.078,-0.98,LF
24,6,Apr 13,HOU,,ATL,L,7-8,GS-7,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.048,.048,.048,.095,2,1.01,-0.061,-0.63,LF
