1,Apr 8,HOU,,SFG,L,3-8,GS,28,7.0,1,0,1,2,0,LF
2,Apr 9,HOU,,SFG,L,1-4,CG,40,9.0,1,0,0,1,0,LF
3,Apr 10,HOU,,SFG,W,4-0,CG,30,9.0,2,0,0,2,0,LF
4,Apr 11,HOU,,ATL,W,2-1,CG,31,9.0,1,0,0,1,0,LF
5,Apr 12,HOU,,ATL,W,4-3,GS,26,7.0,1,0,0,1,0,LF
6,Apr 13,HOU,,ATL,L,7-8,GS,34,7.0,1,0,0,1,0,LF
