43 (42),May 17,CLE,@,CIN,L,2-4,GF,4,0.1,0,0,0,0,0,1B
44,May 18,CLE,@,CIN,L,4-6,CG,37,8.0,8,1,0,9,1,1B
46 (1),May 21,CLE,@,CHW,L,2-7,CG,37,8.0,5,1,0,6,0,1B
49 (2),May 24,CLE,,TEX,W,5-2,CG,39,9.0,8,0,0,8,1,1B
50,May 25,CLE,,TEX,L,1-2,GS,29,8.0,9,1,0,10,1,1B
51,May 26,CLE,,CHW,L,3-6,GS,39,10.0,9,0,0,9,3,1B
55 (3),May 31,CLE,@,KCR,L,2-4,GS,27,7.0,8,0,0,8,2,1B
143 (87),Sep 9,CLE,@,BAL,W,6-1,CG,33,9.0,11,1,0,12,1,1B
145 (1),Sep 11,CLE,@,BAL,L,3-6,CG,40,8.0,7,0,0,7,0,1B
147 (1),Sep 13 (1),CLE,,KCR,L,3-8,CG,43,9.0,12,1,0,13,2,1B
150 (2),Sep 15,CLE,,MIN,W,3-1,CG,32,9.0,12,1,0,13,2,1B
153 (2),Sep 19,CLE,,DET,W,6-5,CG,32,9.0,10,0,0,10,1,1B
