64,70,Jun 27,MIN,@,TEX,L,0-5,8-GF(8),,99,1.0,0,0,0,0,1,0,0,0.00,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,1,.03,0.001,0.48, 8b --- 0 out d5, 8b end d 5
65,73,Jun 30,MIN,@,KCR,W,12-3,8-GF,,2,2.0,0,0,0,0,0,0,0,0.00,6,3,3,1,2,0,,0,0,0,0,0,6,0,0,0,0,0,0,.03,0.004,1.00, 8b --- 0 out a7, 9b end a 9
66,75,Jul 2,MIN,@,KCR,L,3-4,10-GF(10),,1,0.0,1,0,0,0,0,0,0,0.00,1,0,0,0,0,1,,2,1,0,0,0,1,0,0,0,0,0,0,4.10,-0.156,-0.78,10b -23 1 out tie,10b end d 1
67,83,Jul 13,MIN,,SEA,W,7-6,7-9,,10,1.2,2,0,0,2,0,0,0,0.00,8,3,1,0,0,2,,2,0,0,0,0,5,0,0,0,1,0,0,.54,-0.042,1.37, 7t 1-3 1 out d4, 9t 1-- 0 out tie
68,87,Jul 17,MIN,@,NYY,L,3-10,5-GF(8),,3,4.0,6,4,4,2,1,0,0,4.15,20,3,8,1,0,6,,0,0,0,0,0,17,1,0,0,0,1,0,.07,-0.015,-2.03, 5b --- 0 out d5, 8b end d 8
69,92,Jul 21(2),MIN,,BAL,L,5-12,6-GF,,3,3.1,5,2,2,5,2,0,0,4.50,19,2,5,1,1,5,,1,1,0,0,0,14,1,0,0,1,0,0,.01,-0.003,-1.14, 6t 1-- 2 out d9, 9t end d 7
70,97,Jul 26,MIN,,BOS,L,1-5,9-GF,,4,1.0,0,0,0,0,0,0,0,4.15,3,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.002,0.54, 9t --- 0 out d5, 9t end d 5
71,103,Aug 2,MIN,@,BAL,L,2-9,7-GF(8),,6,2.0,2,0,0,0,1,0,0,3.60,8,5,0,0,0,2,,0,0,0,0,0,8,1,0,0,0,0,0,.02,0.001,0.99, 7b --- 0 out d7, 8b end d 7
72,105,Aug 4,MIN,@,OAK,L,2-11,2-GF(8),,1,6.2,7,3,3,1,4,1,0,3.74,28,7,9,3,2,7,,0,0,0,0,0,27,2,0,0,0,0,0,.02,-0.013,0.01, 2b --- 1 out d7, 8b end d 9
73,110,Aug 9,MIN,@,CAL,L,2-8,7-GF(8),,4,1.1,3,3,2,1,0,0,0,4.30,8,1,4,0,0,2,,1,0,1,0,0,7,0,0,0,0,0,0,.16,-0.018,-2.29, 7b 1-- 2 out d3, 8b end d 6
