88,43,May 26,ATL,@,SFG,W,5-4,7-7,,99,0.0,0,0,0,1,0,0,0,---,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1.83,-0.043,-0.20, 7b 1-- 2 out a1, 7b 12- 2 out a1
89,44,May 27,ATL,@,SFG,W,10-8,4-5,,0,1.2,0,0,0,1,3,0,0,0.00,6,2,0,0,0,0,,1,1,1,0,0,5,0,0,0,0,0,0,.54,0.001,0.06, 4b -2- 1 out d2, 5b 3 out d1
90,48,May 30,ATL,@,SDP,L,2-10,5-5,,2,0.0,4,4,4,1,0,0,0,21.60,5,0,0,0,0,4,,0,0,0,0,0,4,3,0,0,0,0,0,.20,-0.057,-4.40, 5b --- 1 out d4, 5b -2- 1 out d8
91,52,Jun 3,ATL,,NYM,L,4-9,6-6,,3,1.0,3,2,0,0,0,0,0,13.50,6,2,1,0,0,3,,0,0,0,0,0,6,0,0,0,0,0,1,.29,-0.049,-1.50, 6t --- 0 out d4, 6t 3 out d6
