7 (6),Apr 17,CHC,,PIT,W,18-9,GF,10,1.0,0,0,0,0,0,PR CF
32 (24),May 18,CHC,@,STL,L,2-11,CG,42,8.0,1,0,0,1,0,3B
33,May 19,CHC,@,STL,L,5-6,CG,36,8.0,1,2,0,3,0,3B
34,May 20,CHC,@,NYM,W,2-1,CG,32,9.0,1,1,0,2,0,3B
36 (1),May 22,CHC,@,NYM,W,9-6,CG,41,9.0,1,1,0,2,0,3B
37,May 24,CHC,,STL,L,0-1,CG,36,9.0,0,2,0,2,0,3B
38,May 25,CHC,,STL,W,5-4,CG,40,9.0,0,1,0,1,0,3B
39,May 26,CHC,,STL,L,1-7,CG,44,9.0,1,1,1,3,0,3B
40,May 27,CHC,,SFG,W,12-4,CG,40,9.0,0,4,0,4,1,3B
41,May 29,CHC,,SFG,L,4-5,CG,37,9.0,2,2,0,4,1,3B
42,May 30,CHC,,SFG,W,5-3,CG,40,9.0,1,3,0,4,0,3B
43,May 31,CHC,,LAD,L,3-8,CG,42,9.0,0,1,0,1,0,3B
44,Jun 1,CHC,,LAD,L,0-10,GS,31,6.0,2,2,1,5,1,3B
47 (2),Jun 5,CHC,@,SDP,L,3-4,GF,11,3.0,0,2,0,2,0,3B
50 (2),Jun 8,CHC,@,LAD,W,6-5,,9,2.0,0,1,0,1,0,PR 2B
53 (2),Jun 12,CHC,@,SFG,W,10-1,GF,15,4.0,0,0,0,0,0,3B
54,Jun 13,CHC,@,SFG,L,0-1,GF,8,2.0,0,0,0,0,0,PR 3B
55,Jun 14,CHC,,HOU,W,10-7,GF,6,2.0,0,1,0,1,0,3B
56,Jun 15,CHC,,HOU,L,7-8,GF,19,3.0,0,0,0,0,0,3B
57,Jun 16,CHC,,HOU,W,2-1,GF,11,2.0,1,0,0,1,0,PR 3B
60 (2),Jun 19,CHC,,SDP,L,0-1,GF,7,2.0,1,0,0,1,0,2B
70 (9),Jun 28 (2),CHC,@,MON,L,0-15,GS,49,8.0,1,1,1,3,0,3B CF
86 (15),Jul 14,CHC,@,HOU,L,6-7,GF,10,2.1,0,0,0,0,0,PH CF
94 (7),Jul 25,CHC,,PHI,L,2-10,GF,10,3.0,0,0,0,0,0,RF
